,Team,Season Year,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15
4870,LAL,2023,Anthony Davis,D'Angelo Russell,LeBron James,Austin Reaves,Jarred Vanderbilt,Dennis Schröder,Troy Brown Jr.,Rui Hachimura,Malik Beasley,Wenyen Gabriel,Davon Reed,Lonnie Walker IV,,,
4871,CHI,2023,DeMar DeRozan,Nikola Vučević,Zach LaVine,Patrick Beverley,Alex Caruso,Coby White,Patrick Williams,Ayo Dosunmu,Derrick Jones Jr.,Javonte Green,Dalen Terry,Carlik Jones,,,
4872,MIL,2023,Jrue Holiday,Giannis Antetokounmpo,Brook Lopez,Jevon Carter,Grayson Allen,Bobby Portis,Wesley Matthews,Pat Connaughton,A.J. Green,Goran Dragić,Thanasis Antetokounmpo,MarJon Beauchamp,,,
4873,IND,2023,Bennedict Mathurin,Jordan Nwora,Aaron Nesmith,Andrew Nembhard,Isaiah Jackson,Oshae Brissett,T.J. McConnell,Jalen Smith,George Hill,James Johnson,,,,,
4874,LAC,2023,Russell Westbrook,Terance Mann,Eric Gordon,Ivica Zubac,Nicolas Batum,Robert Covington,Norman Powell,Mason Plumlee,Bones Hyland,,,,,,
4875,MEM,2023,Ja Morant,Dillon Brooks,Luke Kennard,Santi Aldama,Xavier Tillman Sr.,David Roddy,Jake LaRavia,Kennedy Chandler,Kenneth Lofton Jr.,,,,,,
4876,MIA,2023,Tyler Herro,Bam Adebayo,Jimmy Butler,Gabe Vincent,Kevin Love,Duncan Robinson,Caleb Martin,Victor Oladipo,Cody Zeller,Max Strus,,,,,
4877,NYK,2023,Quentin Grimes,RJ Barrett,Jalen Brunson,Mitchell Robinson,Julius Randle,Immanuel Quickley,Isaiah Hartenstein,Josh Hart,Obi Toppin,,,,,,
4878,DET,2023,Killian Hayes,Jaden Ivey,James Wiseman,Marvin Bagley III,Isaiah Livers,Cory Joseph,Eugene Omoruyi,R.J. Hampton,Jalen Duren,,,,,,
4879,OKC,2023,Luguentz Dort,Jalen Williams,Josh Giddey,Isaiah Joe,Jaylin Williams,Aaron Wiggins,Tre Mann,Ousmane Dieng,Olivier Sarr,Jeremiah Robinson-Earl,Aleksej Pokusevski,,,,
4880,DAL,2023,Kyrie Irving,Luka Dončić,Tim Hardaway Jr.,Reggie Bullock,Dwight Powell,Maxi Kleber,Josh Green,Jaden Hardy,Christian Wood,JaVale McGee,,,,,
4881,PHI,2023,James Harden,Tyrese Maxey,Joel Embiid,Tobias Harris,P.J. Tucker,De'Anthony Melton,Georges Niang,Jalen McDaniels,Paul Reed,,,,,,
4882,MIN,2023,Anthony Edwards,Rudy Gobert,Karl-Anthony Towns,Mike Conley,Jaden McDaniels,Kyle Anderson,Naz Reid,Jordan McLaughlin,Nickeil Alexander-Walker,,,,,,
4883,PHO,2023,Devin Booker,Chris Paul,Josh Okogie,Kevin Durant,Deandre Ayton,Torrey Craig,Bismack Biyombo,Cameron Payne,Terrence Ross,T.J. Warren,,,,,
4884,SAC,2023,De'Aaron Fox,Harrison Barnes,Domantas Sabonis,Keegan Murray,Kevin Huerter,Malik Monk,Trey Lyles,Davion Mitchell,Alex Len,Kessler Edwards,Terence Davis,Richaun Holmes,PJ Dozier,Chimezie Metu,Matthew Dellavedova
4885,POR,2023,Shaedon Sharpe,Nassir Little,Kevin Knox,Matisse Thybulle,Drew Eubanks,Jabari Walker,John Butler,,,,,,,,
4886,UTA,2023,Talen Horton-Tucker,Juan Toscano-Anderson,Ochai Agbaji,Walker Kessler,Simone Fontecchio,Kris Dunn,Luka Šamanić,Udoka Azubuike,Damian Jones,Johnny Juzang,Micah Potter,,,,
4887,SAS,2023,Zach Collins,Tre Jones,Malaki Branham,Keita Bates-Diop,Julian Champagnie,Sandro Mamukelashvili,Devonte' Graham,Blake Wesley,Romeo Langford,Dominick Barlow,,,,,
4888,NOP,2023,Trey Murphy III,CJ McCollum,Brandon Ingram,Herbert Jones,Jonas Valančiūnas,Larry Nance Jr.,Josh Richardson,Naji Marshall,Dyson Daniels,,,,,,
4889,DEN,2023,Jamal Murray,Aaron Gordon,Kentavious Caldwell-Pope,Michael Porter Jr.,Thomas Bryant,Jeff Green,Bruce Brown,Christian Braun,Zeke Nnaji,Vlatko Čančar,Ish Smith,Peyton Watson,,,
4890,BOS,2023,Jaylen Brown,Jayson Tatum,Marcus Smart,Derrick White,Al Horford,Malcolm Brogdon,Grant Williams,Robert Williams,Sam Hauser,Luke Kornet,Mike Muscala,Blake Griffin,,,
4891,MIL,2023,Giannis Antetokounmpo,Jrue Holiday,Grayson Allen,Khris Middleton,Brook Lopez,Bobby Portis,Jevon Carter,Pat Connaughton,Jae Crowder,Joe Ingles,Wesley Matthews,MarJon Beauchamp,Thanasis Antetokounmpo,Goran Dragić,
4892,UTA,2023,Walker Kessler,Talen Horton-Tucker,Simone Fontecchio,Kelly Olynyk,Ochai Agbaji,Kris Dunn,Juan Toscano-Anderson,Johnny Juzang,Damian Jones,Luka Šamanić,,,,,
4893,BOS,2023,Jayson Tatum,Jaylen Brown,Derrick White,Marcus Smart,Blake Griffin,Malcolm Brogdon,Grant Williams,Luke Kornet,Sam Hauser,Mike Muscala,,,,,
4894,ATL,2023,Dejounte Murray,Trae Young,Saddiq Bey,John Collins,Clint Capela,Bogdan Bogdanović,Onyeka Okongwu,AJ Griffin,Jalen Johnson,Aaron Holiday,Bruno Fernando,Vit Krejci,Trent Forrest,Garrison Mathews,
4895,BRK,2023,Mikal Bridges,Cameron Johnson,Spencer Dinwiddie,Nic Claxton,Dorian Finney-Smith,Royce O'Neale,Joe Harris,Seth Curry,Day'Ron Sharpe,Edmond Sumner,Cam Thomas,Yuta Watanabe,Moses Brown,,
4896,CHI,2023,DeMar DeRozan,Nikola Vučević,Zach LaVine,Patrick Beverley,Alex Caruso,Coby White,Patrick Williams,Ayo Dosunmu,Andre Drummond,Dalen Terry,Carlik Jones,Marko Simonovic,Terry Taylor,,
4897,CHO,2023,Mark Williams,Svi Mykhailiuk,Théo Maledon,Bryce McGowens,P.J. Washington,James Bouknight,JT Thor,Kai Jones,Nick Richards,Xavier Sneed,Kobi Simmons,,,,
4898,NYK,2023,Jalen Brunson,Quentin Grimes,RJ Barrett,Mitchell Robinson,Obi Toppin,Immanuel Quickley,Josh Hart,Isaiah Hartenstein,Miles McBride,,,,,,
4899,CLE,2023,Evan Mobley,Donovan Mitchell,Darius Garland,Caris LeVert,Lamar Stevens,Cedi Osman,Dean Wade,Raul Neto,Ricky Rubio,Robin Lopez,,,,,
4900,SAS,2023,Keldon Johnson,Tre Jones,Sandro Mamukelashvili,Malaki Branham,Keita Bates-Diop,Devonte' Graham,Blake Wesley,Julian Champagnie,Gorgui Dieng,Dominick Barlow,,,,,
4901,GSW,2023,Klay Thompson,Stephen Curry,Draymond Green,Jonathan Kuminga,Donte DiVincenzo,Jordan Poole,Kevon Looney,Anthony Lamb,Gary Payton II,Moses Moody,Patrick Baldwin Jr.,Lester Quinones,,,
4902,DET,2023,Jaden Ivey,Marvin Bagley III,Isaiah Livers,Killian Hayes,James Wiseman,Cory Joseph,Jalen Duren,Eugene Omoruyi,Jared Rhoden,R.J. Hampton,,,,,
4903,HOU,2023,Kevin Porter Jr.,Jabari Smith Jr.,Jalen Green,Kenyon Martin Jr.,Alperen Şengün,Tari Eason,Josh Christopher,Boban Marjanović,Daishen Nix,Usman Garuba,,,,,
4904,OKC,2023,Shai Gilgeous-Alexander,Luguentz Dort,Josh Giddey,Jalen Williams,Jaylin Williams,Aaron Wiggins,Isaiah Joe,Lindy Waters III,Aleksej Pokusevski,Ousmane Dieng,,,,,
4905,IND,2023,Bennedict Mathurin,Andrew Nembhard,Jordan Nwora,Jalen Smith,Aaron Nesmith,T.J. McConnell,Buddy Hield,Isaiah Jackson,Oshae Brissett,,,,,,
4906,LAC,2023,Russell Westbrook,Ivica Zubac,Nicolas Batum,Kawhi Leonard,Eric Gordon,Norman Powell,Bones Hyland,Robert Covington,Terance Mann,Mason Plumlee,Amir Coffey,Xavier Moon,Moussa Diabaté,,
4907,MEM,2023,Desmond Bane,Xavier Tillman Sr.,Jaren Jackson Jr.,Dillon Brooks,Ja Morant,Luke Kennard,Tyus Jones,David Roddy,Santi Aldama,,,,,,
4908,LAL,2023,Anthony Davis,D'Angelo Russell,LeBron James,Austin Reaves,Jarred Vanderbilt,Dennis Schröder,Rui Hachimura,Wenyen Gabriel,Malik Beasley,Troy Brown Jr.,,,,,
4909,MIN,2023,Anthony Edwards,Jaden McDaniels,Karl-Anthony Towns,Mike Conley,Rudy Gobert,Kyle Anderson,Taurean Prince,Jordan McLaughlin,Nickeil Alexander-Walker,,,,,,
4910,TOR,2023,Fred VanVleet,Pascal Siakam,OG Anunoby,Scottie Barnes,Jakob Poeltl,Chris Boucher,Jeff Dowtin,Christian Koloko,Precious Achiuwa,,,,,,
4911,PHI,2023,James Harden,Tyrese Maxey,Joel Embiid,De'Anthony Melton,P.J. Tucker,Jalen McDaniels,Shake Milton,Paul Reed,Danuel House Jr.,Georges Niang,,,,,
4912,DEN,2023,Bruce Brown,Aaron Gordon,Reggie Jackson,Christian Braun,DeAndre Jordan,Peyton Watson,Zeke Nnaji,Vlatko Čančar,Ish Smith,,,,,,
4913,PHO,2023,Devin Booker,Chris Paul,Kevin Durant,Josh Okogie,Deandre Ayton,Bismack Biyombo,T.J. Warren,Torrey Craig,Terrence Ross,Cameron Payne,,,,,
4914,SAC,2023,Domantas Sabonis,Harrison Barnes,Keegan Murray,De'Aaron Fox,Kevin Huerter,Malik Monk,Davion Mitchell,Kessler Edwards,Trey Lyles,Alex Len,Terence Davis,PJ Dozier,Richaun Holmes,Chimezie Metu,
4915,POR,2023,Shaedon Sharpe,Skylar Mays,Drew Eubanks,Matisse Thybulle,Trendon Watford,Kevin Knox,Shaquille Harrison,Jabari Walker,John Butler,Nassir Little,,,,,
4916,ORL,2023,Paolo Banchero,Markelle Fultz,Franz Wagner,Wendell Carter Jr.,Gary Harris,Cole Anthony,Jalen Suggs,Goga Bitadze,Caleb Houstan,Moritz Wagner,,,,,
4917,WAS,2023,Corey Kispert,Daniel Gafford,Delon Wright,Deni Avdija,Monte Morris,Johnny Davis,Jordan Goodwin,Kendrick Nunn,Anthony Gill,Taj Gibson,Xavier Cooks,,,,
4918,DAL,2023,Luka Dončić,Kyrie Irving,Tim Hardaway Jr.,Reggie Bullock,Dwight Powell,Maxi Kleber,Josh Green,Christian Wood,Jaden Hardy,Justin Holiday,,,,,
4919,MIA,2023,Jimmy Butler,Tyler Herro,Max Strus,Cody Zeller,Gabe Vincent,Caleb Martin,Kyle Lowry,Kevin Love,Duncan Robinson,,,,,,
4920,LAC,2023,Kawhi Leonard,Russell Westbrook,Norman Powell,Ivica Zubac,Nicolas Batum,Terance Mann,Mason Plumlee,Robert Covington,Bones Hyland,,,,,,
4921,NOP,2023,Trey Murphy III,Brandon Ingram,CJ McCollum,Herbert Jones,Jonas Valančiūnas,Larry Nance Jr.,Josh Richardson,Dyson Daniels,Naji Marshall,,,,,,
4922,DAL,2023,Kyrie Irving,Luka Dončić,Reggie Bullock,Dwight Powell,Tim Hardaway Jr.,Josh Green,Christian Wood,JaVale McGee,Jaden Hardy,Maxi Kleber,Dāvis Bertāns,,,,
4923,ATL,2023,Dejounte Murray,Trae Young,Saddiq Bey,John Collins,Clint Capela,Bogdan Bogdanović,Onyeka Okongwu,Jalen Johnson,AJ Griffin,,,,,,
4924,UTA,2023,Lauri Markkanen,Talen Horton-Tucker,Kelly Olynyk,Ochai Agbaji,Walker Kessler,Kris Dunn,Juan Toscano-Anderson,Udoka Azubuike,Simone Fontecchio,Luka Šamanić,,,,,
4925,BRK,2023,Mikal Bridges,Spencer Dinwiddie,Nic Claxton,Cameron Johnson,Dorian Finney-Smith,Royce O'Neale,Seth Curry,Day'Ron Sharpe,Cam Thomas,Yuta Watanabe,Joe Harris,,,,
4926,MEM,2023,Ja Morant,Desmond Bane,Dillon Brooks,Xavier Tillman Sr.,Jaren Jackson Jr.,Luke Kennard,Santi Aldama,Tyus Jones,David Roddy,Kennedy Chandler,John Konchar,Jake LaRavia,Kenneth Lofton Jr.,Vince Williams Jr.,
4927,CHI,2023,Zach LaVine,DeMar DeRozan,Nikola Vučević,Alex Caruso,Patrick Beverley,Coby White,Patrick Williams,Ayo Dosunmu,Derrick Jones Jr.,Andre Drummond,Dalen Terry,,,,
4928,TOR,2023,Pascal Siakam,Fred VanVleet,Scottie Barnes,OG Anunoby,Jakob Poeltl,Chris Boucher,Christian Koloko,Precious Achiuwa,Jeff Dowtin,Malachi Flynn,Dalano Banton,Ron Harper Jr.,Joe Wieskamp,,
4929,CHO,2023,Théo Maledon,JT Thor,Svi Mykhailiuk,Bryce McGowens,Mark Williams,Kai Jones,James Bouknight,Xavier Sneed,Kobi Simmons,,,,,,
4930,IND,2023,Jordan Nwora,Bennedict Mathurin,Aaron Nesmith,Andrew Nembhard,Isaiah Jackson,Jalen Smith,Buddy Hield,T.J. McConnell,Oshae Brissett,,,,,,
4931,CLE,2023,Donovan Mitchell,Darius Garland,Evan Mobley,Dean Wade,Jarrett Allen,Caris LeVert,Ricky Rubio,Lamar Stevens,Cedi Osman,,,,,,
4932,GSW,2023,Klay Thompson,Stephen Curry,Draymond Green,Donte DiVincenzo,Kevon Looney,Jonathan Kuminga,Jordan Poole,Anthony Lamb,Gary Payton II,,,,,,
4933,DEN,2023,Jamal Murray,Aaron Gordon,Michael Porter Jr.,Jeff Green,Kentavious Caldwell-Pope,Bruce Brown,Peyton Watson,Christian Braun,Reggie Jackson,Vlatko Čančar,,,,,
4934,LAL,2023,Austin Reaves,Anthony Davis,LeBron James,Jarred Vanderbilt,D'Angelo Russell,Troy Brown Jr.,Rui Hachimura,Malik Beasley,Dennis Schröder,Wenyen Gabriel,Lonnie Walker IV,Davon Reed,Max Christie,,
4935,HOU,2023,Jalen Green,Alperen Şengün,Kevin Porter Jr.,Jabari Smith Jr.,Kenyon Martin Jr.,Tari Eason,Josh Christopher,Daishen Nix,Frank Kaminsky,Boban Marjanović,Usman Garuba,,,,
4936,PHI,2023,Tyrese Maxey,James Harden,Joel Embiid,Tobias Harris,P.J. Tucker,De'Anthony Melton,Georges Niang,Jalen McDaniels,Paul Reed,Danuel House Jr.,Furkan Korkmaz,Shake Milton,Montrezl Harrell,,
4937,MIL,2023,Jrue Holiday,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,Grayson Allen,Bobby Portis,Jevon Carter,Joe Ingles,Jae Crowder,MarJon Beauchamp,Pat Connaughton,Goran Dragić,Wesley Matthews,,
4938,POR,2023,Shaedon Sharpe,Matisse Thybulle,Skylar Mays,Drew Eubanks,Trendon Watford,Kevin Knox,Jabari Walker,Shaquille Harrison,John Butler,Jeenathan Williams,,,,,
4939,MIN,2023,Anthony Edwards,Jaden McDaniels,Mike Conley,Rudy Gobert,Karl-Anthony Towns,Kyle Anderson,Taurean Prince,Jordan McLaughlin,Nickeil Alexander-Walker,Luka Garza,,,,,
4940,WAS,2023,Deni Avdija,Corey Kispert,Delon Wright,Johnny Davis,Daniel Gafford,Jordan Goodwin,Quenton Jackson,Taj Gibson,Kendrick Nunn,Anthony Gill,Xavier Cooks,Jay Huff,,,
4941,NYK,2023,Quentin Grimes,Jalen Brunson,Immanuel Quickley,Obi Toppin,Mitchell Robinson,Josh Hart,Isaiah Hartenstein,Miles McBride,Evan Fournier,,,,,,
4942,PHO,2023,Devin Booker,Kevin Durant,Chris Paul,Deandre Ayton,Josh Okogie,Bismack Biyombo,Landry Shamet,Torrey Craig,Terrence Ross,T.J. Warren,Cameron Payne,Ish Wainright,,,
4943,OKC,2023,Luguentz Dort,Shai Gilgeous-Alexander,Josh Giddey,Jalen Williams,Jaylin Williams,Aaron Wiggins,Isaiah Joe,Dario Šarić,Lindy Waters III,Ousmane Dieng,,,,,
4944,DET,2023,Killian Hayes,Jaden Ivey,Isaiah Livers,James Wiseman,Marvin Bagley III,Eugene Omoruyi,Jalen Duren,R.J. Hampton,Cory Joseph,Jared Rhoden,Buddy Boeheim,,,,
4945,ORL,2023,Franz Wagner,Paolo Banchero,Markelle Fultz,Wendell Carter Jr.,Gary Harris,Cole Anthony,Jalen Suggs,Goga Bitadze,Moritz Wagner,Chuma Okeke,Caleb Houstan,Admiral Schofield,Jay Scrubb,Michael Carter-Williams,
4946,SAS,2023,Tre Jones,Keita Bates-Diop,Malaki Branham,Zach Collins,Devonte' Graham,Dominick Barlow,Doug McDermott,Julian Champagnie,Sandro Mamukelashvili,Blake Wesley,Romeo Langford,,,,
4947,SAC,2023,Domantas Sabonis,De'Aaron Fox,Harrison Barnes,Kevin Huerter,Keegan Murray,Kessler Edwards,Terence Davis,Davion Mitchell,Alex Len,Trey Lyles,,,,,
4948,MIN,2023,Jaden McDaniels,Rudy Gobert,Mike Conley,Anthony Edwards,Karl-Anthony Towns,Kyle Anderson,Taurean Prince,Nickeil Alexander-Walker,,,,,,,
4949,BRK,2023,Mikal Bridges,Spencer Dinwiddie,Cameron Johnson,Dorian Finney-Smith,Nic Claxton,Royce O'Neale,Joe Harris,Cam Thomas,Seth Curry,Day'Ron Sharpe,,,,,
4950,ATL,2023,Dejounte Murray,Saddiq Bey,Bogdan Bogdanović,Clint Capela,John Collins,AJ Griffin,Jalen Johnson,Onyeka Okongwu,Trent Forrest,Bruno Fernando,Vit Krejci,Aaron Holiday,Tyrese Martin,Donovan Williams,
4951,CHI,2023,DeMar DeRozan,Nikola Vučević,Zach LaVine,Patrick Beverley,Alex Caruso,Patrick Williams,Coby White,Ayo Dosunmu,Andre Drummond,Derrick Jones Jr.,Marko Simonovic,Dalen Terry,,,
4952,TOR,2023,Pascal Siakam,Scottie Barnes,OG Anunoby,Fred VanVleet,Jakob Poeltl,Chris Boucher,Will Barton,Precious Achiuwa,Jeff Dowtin,Christian Koloko,Malachi Flynn,Ron Harper Jr.,Dalano Banton,Joe Wieskamp,
4953,CHO,2023,Théo Maledon,Bryce McGowens,JT Thor,Svi Mykhailiuk,Nick Richards,Kai Jones,James Bouknight,Xavier Sneed,Kobi Simmons,,,,,,
4954,MIA,2023,Tyler Herro,Gabe Vincent,Jimmy Butler,Bam Adebayo,Max Strus,Caleb Martin,Kyle Lowry,Kevin Love,,,,,,,
4955,DET,2023,Killian Hayes,Jaden Ivey,Jalen Duren,James Wiseman,Isaiah Livers,Cory Joseph,Eugene Omoruyi,R.J. Hampton,Jared Rhoden,,,,,,
4956,OKC,2023,Luguentz Dort,Shai Gilgeous-Alexander,Jalen Williams,Josh Giddey,Jaylin Williams,Isaiah Joe,Aaron Wiggins,Dario Šarić,Ousmane Dieng,Jared Butler,Tre Mann,Olivier Sarr,,,
4957,GSW,2023,Stephen Curry,Draymond Green,Jordan Poole,Jonathan Kuminga,Anthony Lamb,Donte DiVincenzo,Moses Moody,Kevon Looney,Gary Payton II,Lester Quinones,Patrick Baldwin Jr.,Ty Jerome,,,
4958,DEN,2023,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,Nikola Jokić,Jamal Murray,Bruce Brown,Christian Braun,Peyton Watson,Jeff Green,Reggie Jackson,DeAndre Jordan,Vlatko Čančar,,,
4959,HOU,2023,Jalen Green,Alperen Şengün,Jabari Smith Jr.,Kevin Porter Jr.,Kenyon Martin Jr.,Tari Eason,Josh Christopher,Usman Garuba,Daishen Nix,,,,,,
4960,POR,2023,Skylar Mays,Drew Eubanks,Shaedon Sharpe,Jeenathan Williams,Kevin Knox,Shaquille Harrison,John Butler,Jabari Walker,Justin Minaya,,,,,,
4961,MEM,2023,Desmond Bane,Ja Morant,Luke Kennard,Jaren Jackson Jr.,Xavier Tillman Sr.,David Roddy,Santi Aldama,Tyus Jones,John Konchar,Kenneth Lofton Jr.,,,,,
4962,SAC,2023,Keegan Murray,Domantas Sabonis,Harrison Barnes,De'Aaron Fox,Kevin Huerter,Malik Monk,Davion Mitchell,Alex Len,Trey Lyles,Kessler Edwards,Terence Davis,PJ Dozier,Keon Ellis,Richaun Holmes,Chimezie Metu
4963,NOP,2023,Brandon Ingram,Trey Murphy III,CJ McCollum,Herbert Jones,Jonas Valančiūnas,Josh Richardson,Larry Nance Jr.,Naji Marshall,Dyson Daniels,Kira Lewis Jr.,Jaxson Hayes,Garrett Temple,,,
4964,CLE,2023,Donovan Mitchell,Darius Garland,Evan Mobley,Jarrett Allen,Dean Wade,Caris LeVert,Ricky Rubio,Lamar Stevens,Cedi Osman,,,,,,
4965,ORL,2023,Paolo Banchero,Markelle Fultz,Franz Wagner,Wendell Carter Jr.,Gary Harris,Cole Anthony,Jalen Suggs,Goga Bitadze,Moritz Wagner,,,,,,
4966,BOS,2023,Derrick White,Jayson Tatum,Al Horford,Marcus Smart,Grant Williams,Malcolm Brogdon,Luke Kornet,Mike Muscala,Blake Griffin,Sam Hauser,,,,,
4967,PHI,2023,James Harden,Tyrese Maxey,Joel Embiid,Tobias Harris,P.J. Tucker,De'Anthony Melton,Georges Niang,Jalen McDaniels,Paul Reed,,,,,,
4968,SAS,2023,Malaki Branham,Tre Jones,Sandro Mamukelashvili,Devonte' Graham,Keita Bates-Diop,Julian Champagnie,Blake Wesley,Gorgui Dieng,Dominick Barlow,Doug McDermott,,,,,
4969,PHO,2023,Kevin Durant,Devin Booker,Chris Paul,Deandre Ayton,Josh Okogie,Torrey Craig,Bismack Biyombo,Landry Shamet,Terrence Ross,T.J. Warren,Ish Wainright,Damion Lee,Jock Landale,Saben Lee,
4970,LAL,2023,Anthony Davis,Dennis Schröder,Austin Reaves,LeBron James,Jarred Vanderbilt,Troy Brown Jr.,Rui Hachimura,Malik Beasley,Wenyen Gabriel,,,,,,
4971,UTA,2023,Ochai Agbaji,Talen Horton-Tucker,Kelly Olynyk,Luka Šamanić,Udoka Azubuike,Damian Jones,Kris Dunn,Simone Fontecchio,Collin Sexton,Juan Toscano-Anderson,,,,,
4972,MIL,2023,Giannis Antetokounmpo,Brook Lopez,Jrue Holiday,Jae Crowder,Pat Connaughton,Bobby Portis,Wesley Matthews,Joe Ingles,Goran Dragić,MarJon Beauchamp,Thanasis Antetokounmpo,,,,
4973,WAS,2023,Johnny Davis,Corey Kispert,Jordan Goodwin,Anthony Gill,Daniel Gafford,Jay Huff,Xavier Cooks,Quenton Jackson,Kendrick Nunn,,,,,,
4974,WAS,2023,Johnny Davis,Jordan Goodwin,Corey Kispert,Daniel Gafford,Anthony Gill,Jay Huff,Quenton Jackson,Kendrick Nunn,Xavier Cooks,Isaiah Todd,,,,,
4975,ATL,2023,Trae Young,Dejounte Murray,John Collins,Saddiq Bey,Clint Capela,Onyeka Okongwu,Jalen Johnson,AJ Griffin,Aaron Holiday,Bruno Fernando,Trent Forrest,Vit Krejci,Tyrese Martin,Garrison Mathews,
4976,TOR,2023,OG Anunoby,Scottie Barnes,Fred VanVleet,Pascal Siakam,Jakob Poeltl,Precious Achiuwa,Gary Trent Jr.,Will Barton,Chris Boucher,Christian Koloko,,,,,
4977,BOS,2023,Derrick White,Jaylen Brown,Mike Muscala,Robert Williams,Sam Hauser,Malcolm Brogdon,Grant Williams,Blake Griffin,Luke Kornet,,,,,,
4978,SAC,2023,Domantas Sabonis,De'Aaron Fox,Kevin Huerter,Keegan Murray,Harrison Barnes,Malik Monk,Trey Lyles,Davion Mitchell,Alex Len,Kessler Edwards,,,,,
4979,DAL,2023,Kyrie Irving,Luka Dončić,Tim Hardaway Jr.,Reggie Bullock,Dwight Powell,Josh Green,Christian Wood,Maxi Kleber,Jaden Hardy,JaVale McGee,,,,,
4980,BRK,2023,Mikal Bridges,Royce O'Neale,Nic Claxton,Spencer Dinwiddie,Cameron Johnson,Joe Harris,Edmond Sumner,Day'Ron Sharpe,Seth Curry,Yuta Watanabe,David Duke Jr.,Dru Smith,,,
4981,DET,2023,Jaden Ivey,Killian Hayes,Jalen Duren,James Wiseman,Eugene Omoruyi,R.J. Hampton,Cory Joseph,Jared Rhoden,,,,,,,
4982,NYK,2023,Quentin Grimes,Obi Toppin,Immanuel Quickley,Josh Hart,Mitchell Robinson,Isaiah Hartenstein,Miles McBride,Evan Fournier,Jericho Sims,,,,,,
4983,IND,2023,Bennedict Mathurin,Andrew Nembhard,Jalen Smith,Aaron Nesmith,Jordan Nwora,T.J. McConnell,Buddy Hield,Isaiah Jackson,Oshae Brissett,Gabe York,,,,,
4984,LAL,2023,D'Angelo Russell,LeBron James,Anthony Davis,Austin Reaves,Jarred Vanderbilt,Troy Brown Jr.,Rui Hachimura,Wenyen Gabriel,Dennis Schröder,Malik Beasley,,,,,
4985,LAC,2023,Kawhi Leonard,Ivica Zubac,Nicolas Batum,Eric Gordon,Russell Westbrook,Norman Powell,Bones Hyland,Terance Mann,Mason Plumlee,,,,,,
4986,CHI,2023,Zach LaVine,DeMar DeRozan,Nikola Vučević,Patrick Williams,Patrick Beverley,Coby White,Derrick Jones Jr.,Ayo Dosunmu,Andre Drummond,,,,,,
4987,MIL,2023,Bobby Portis,Brook Lopez,Jrue Holiday,Jevon Carter,Khris Middleton,Wesley Matthews,Joe Ingles,Jae Crowder,A.J. Green,Meyers Leonard,,,,,
4988,MEM,2023,Tyus Jones,Desmond Bane,Jaren Jackson Jr.,Dillon Brooks,Santi Aldama,David Roddy,Kenneth Lofton Jr.,John Konchar,Kennedy Chandler,,,,,,
4989,NOP,2023,Trey Murphy III,Brandon Ingram,CJ McCollum,Herbert Jones,Jonas Valančiūnas,Larry Nance Jr.,Josh Richardson,Dyson Daniels,Naji Marshall,,,,,,
4990,CLE,2023,Lamar Stevens,Dean Wade,Cedi Osman,Ricky Rubio,Robin Lopez,Isaiah Mobley,Danny Green,Raul Neto,Mamadi Diakite,Sam Merrill,,,,,
4991,ORL,2023,Chuma Okeke,Caleb Houstan,Bol Bol,Jalen Suggs,Moritz Wagner,Jay Scrubb,Kevon Harris,Goga Bitadze,Admiral Schofield,Michael Carter-Williams,,,,,
4992,MIA,2023,Tyler Herro,Jimmy Butler,Max Strus,Bam Adebayo,Gabe Vincent,Caleb Martin,Kyle Lowry,Kevin Love,Haywood Highsmith,Duncan Robinson,Omer Yurtseven,Jamal Cain,,,
4993,PHI,2023,Joel Embiid,James Harden,Tobias Harris,P.J. Tucker,De'Anthony Melton,Shake Milton,Jalen McDaniels,Danuel House Jr.,Georges Niang,Paul Reed,Furkan Korkmaz,Montrezl Harrell,,,
4994,DEN,2023,Bruce Brown,Christian Braun,Reggie Jackson,DeAndre Jordan,Peyton Watson,Ish Smith,Jeff Green,Vlatko Čančar,Zeke Nnaji,,,,,,
4995,PHO,2023,Kevin Durant,Devin Booker,Chris Paul,Deandre Ayton,Josh Okogie,Torrey Craig,Terrence Ross,Bismack Biyombo,Cameron Payne,Landry Shamet,Jock Landale,Ish Wainright,,,
4996,POR,2023,John Butler,Jeenathan Williams,Drew Eubanks,Skylar Mays,Trendon Watford,Justin Minaya,Jabari Walker,Shaquille Harrison,Kevin Knox,,,,,,
4997,SAS,2023,Keldon Johnson,Tre Jones,Zach Collins,Keita Bates-Diop,Malaki Branham,Julian Champagnie,Sandro Mamukelashvili,Romeo Langford,Blake Wesley,Dominick Barlow,,,,,
4998,OKC,2023,Shai Gilgeous-Alexander,Josh Giddey,Jalen Williams,Jaylin Williams,Luguentz Dort,Aaron Wiggins,Dario Šarić,Isaiah Joe,Lindy Waters III,Jared Butler,Ousmane Dieng,Tre Mann,Jeremiah Robinson-Earl,Olivier Sarr,
4999,UTA,2023,Kris Dunn,Kelly Olynyk,Ochai Agbaji,Luka Šamanić,Udoka Azubuike,Simone Fontecchio,Damian Jones,Juan Toscano-Anderson,Johnny Juzang,Micah Potter,,,,,
