,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,gmsc_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,gmsc_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,gmsc_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
20,240.0,240.0,51.0,87.0,0.586,14.0,30.0,0.467,20.0,26.0,0.769,8.0,28.0,36.0,29.0,10.0,9.0,13.0,22.0,136.0,,,0.691,0.667,0.345,0.299,25.0,66.7,48.6,56.9,10.0,16.4,11.7,100.0,136.3,106.2,,,9.0,14.0,1.0,3.0,6.0,1.0,6.0,7.0,1.0,4.0,7.0,9.0,6.0,3.0,4.0,2.0,4.0,25.0,27.5,31.0,1.1,1.5,1.0,2.0,22.3,40.6,26.3,42.4,5.2,13.4,51.5,29.7,195.0,119.0,CLE,136,0,1,240.0,240.0,36.0,86.0,0.419,12.0,31.0,0.387,22.0,29.0,0.759,14.0,24.0,38.0,25.0,8.0,6.0,19.0,24.0,106.0,,,0.537,0.488,0.36,0.337,33.3,75.0,51.4,69.4,8.0,10.5,16.1,100.0,106.2,136.3,,,5.0,14.0,1.0,4.0,6.0,0.8,4.0,6.0,1.0,4.0,6.0,9.0,5.0,2.0,2.0,5.0,5.0,18.0,14.9,1.0,1.0,1.0,1.0,2.0,18.1,48.6,29.5,59.9,5.7,5.8,39.2,36.5,200.0,141.0,TOR,106,1,2025,2024-10-23,True
21,240.0,240.0,36.0,86.0,0.419,12.0,31.0,0.387,22.0,29.0,0.759,14.0,24.0,38.0,25.0,8.0,6.0,19.0,24.0,106.0,,,0.537,0.488,0.36,0.337,33.3,75.0,51.4,69.4,8.0,10.5,16.1,100.0,106.2,136.3,,,5.0,14.0,1.0,4.0,6.0,0.8,4.0,6.0,1.0,4.0,6.0,9.0,5.0,2.0,2.0,5.0,5.0,18.0,14.9,1.0,1.0,1.0,1.0,2.0,18.1,48.6,29.5,59.9,5.7,5.8,39.2,36.5,200.0,141.0,TOR,106,1,0,240.0,240.0,51.0,87.0,0.586,14.0,30.0,0.467,20.0,26.0,0.769,8.0,28.0,36.0,29.0,10.0,9.0,13.0,22.0,136.0,,,0.691,0.667,0.345,0.299,25.0,66.7,48.6,56.9,10.0,16.4,11.7,100.0,136.3,106.2,,,9.0,14.0,1.0,3.0,6.0,1.0,6.0,7.0,1.0,4.0,7.0,9.0,6.0,3.0,4.0,2.0,4.0,25.0,27.5,31.0,1.1,1.5,1.0,2.0,22.3,40.6,26.3,42.4,5.2,13.4,51.5,29.7,195.0,119.0,CLE,136,0,2025,2024-10-23,False
22,240.0,240.0,43.0,91.0,0.473,17.0,45.0,0.378,23.0,32.0,0.719,13.0,28.0,41.0,28.0,7.0,5.0,13.0,35.0,126.0,,,0.6,0.566,0.495,0.352,27.1,66.7,45.6,65.1,6.8,8.5,11.0,100.0,121.8,119.9,,,10.0,20.0,1.0,5.0,10.0,1.0,8.0,9.0,1.0,4.0,5.0,5.0,10.0,3.0,2.0,3.0,6.0,27.0,20.9,11.0,1.33,1.5,1.0,2.0,27.1,30.0,18.1,55.5,6.4,7.2,22.5,34.2,258.0,125.0,MEM,126,0,1,240.0,240.0,40.0,85.0,0.471,10.0,26.0,0.385,34.0,45.0,0.756,14.0,35.0,49.0,21.0,7.0,9.0,17.0,24.0,124.0,,,0.592,0.529,0.306,0.529,33.3,72.9,54.4,52.5,6.8,19.6,14.0,100.0,119.9,121.8,,,9.0,18.0,0.857,4.0,7.0,0.6,13.0,14.0,1.0,6.0,8.0,14.0,7.0,2.0,5.0,4.0,5.0,35.0,29.4,16.0,1.136,0.857,0.714,1.0,23.2,27.0,25.2,50.3,7.5,17.6,53.2,31.1,225.0,130.0,UTA,124,1,2025,2024-10-23,True
23,240.0,240.0,40.0,85.0,0.471,10.0,26.0,0.385,34.0,45.0,0.756,14.0,35.0,49.0,21.0,7.0,9.0,17.0,24.0,124.0,,,0.592,0.529,0.306,0.529,33.3,72.9,54.4,52.5,6.8,19.6,14.0,100.0,119.9,121.8,,,9.0,18.0,0.857,4.0,7.0,0.6,13.0,14.0,1.0,6.0,8.0,14.0,7.0,2.0,5.0,4.0,5.0,35.0,29.4,16.0,1.136,0.857,0.714,1.0,23.2,27.0,25.2,50.3,7.5,17.6,53.2,31.1,225.0,130.0,UTA,124,1,0,240.0,240.0,43.0,91.0,0.473,17.0,45.0,0.378,23.0,32.0,0.719,13.0,28.0,41.0,28.0,7.0,5.0,13.0,35.0,126.0,,,0.6,0.566,0.495,0.352,27.1,66.7,45.6,65.1,6.8,8.5,11.0,100.0,121.8,119.9,,,10.0,20.0,1.0,5.0,10.0,1.0,8.0,9.0,1.0,4.0,5.0,5.0,10.0,3.0,2.0,3.0,6.0,27.0,20.9,11.0,1.33,1.5,1.0,2.0,27.1,30.0,18.1,55.5,6.4,7.2,22.5,34.2,258.0,125.0,MEM,126,0,2025,2024-10-23,False
24,240.0,240.0,39.0,86.0,0.453,12.0,36.0,0.333,19.0,24.0,0.792,12.0,40.0,52.0,30.0,6.0,5.0,19.0,18.0,109.0,,,0.564,0.523,0.419,0.279,26.7,70.2,51.0,76.9,5.9,8.6,16.4,100.0,107.3,118.1,,,7.0,18.0,0.7,4.0,8.0,1.0,6.0,7.0,1.0,2.0,7.0,9.0,8.0,1.0,2.0,4.0,4.0,18.0,16.4,13.0,0.833,0.833,0.667,2.0,15.7,42.2,23.6,41.7,7.9,13.8,100.0,36.0,231.0,129.0,SAS,109,0,1,240.0,240.0,42.0,102.0,0.412,19.0,44.0,0.432,17.0,23.0,0.739,17.0,33.0,50.0,27.0,9.0,5.0,10.0,21.0,120.0,,,0.535,0.505,0.431,0.225,29.8,73.3,49.0,64.3,8.9,10.0,8.2,100.0,118.1,107.3,,,9.0,25.0,1.0,6.0,11.0,1.0,6.0,8.0,1.0,4.0,9.0,11.0,8.0,3.0,1.0,4.0,5.0,28.0,22.3,18.0,1.0,1.0,0.833,0.667,49.5,36.2,27.7,35.2,5.4,6.2,22.5,35.2,214.0,117.0,DAL,120,1,2025,2024-10-24,False
25,240.0,240.0,42.0,102.0,0.412,19.0,44.0,0.432,17.0,23.0,0.739,17.0,33.0,50.0,27.0,9.0,5.0,10.0,21.0,120.0,,,0.535,0.505,0.431,0.225,29.8,73.3,49.0,64.3,8.9,10.0,8.2,100.0,118.1,107.3,,,9.0,25.0,1.0,6.0,11.0,1.0,6.0,8.0,1.0,4.0,9.0,11.0,8.0,3.0,1.0,4.0,5.0,28.0,22.3,18.0,1.0,1.0,0.833,0.667,49.5,36.2,27.7,35.2,5.4,6.2,22.5,35.2,214.0,117.0,DAL,120,1,0,240.0,240.0,39.0,86.0,0.453,12.0,36.0,0.333,19.0,24.0,0.792,12.0,40.0,52.0,30.0,6.0,5.0,19.0,18.0,109.0,,,0.564,0.523,0.419,0.279,26.7,70.2,51.0,76.9,5.9,8.6,16.4,100.0,107.3,118.1,,,7.0,18.0,0.7,4.0,8.0,1.0,6.0,7.0,1.0,2.0,7.0,9.0,8.0,1.0,2.0,4.0,4.0,18.0,16.4,13.0,0.833,0.833,0.667,2.0,15.7,42.2,23.6,41.7,7.9,13.8,100.0,36.0,231.0,129.0,SAS,109,0,2025,2024-10-24,True
26,240.0,240.0,43.0,101.0,0.426,8.0,36.0,0.222,8.0,12.0,0.667,13.0,36.0,49.0,23.0,9.0,13.0,12.0,15.0,102.0,,,0.48,0.465,0.356,0.119,24.5,67.9,46.2,53.5,9.0,21.7,10.1,100.0,101.7,86.8,,,11.0,24.0,0.778,2.0,8.0,0.667,4.0,5.0,1.0,4.0,10.0,14.0,8.0,3.0,4.0,5.0,3.0,28.0,27.3,19.0,0.833,0.833,1.0,0.278,10.1,76.5,38.3,37.3,5.0,8.9,33.3,34.3,147.0,102.0,OKC,102,0,1,240.0,240.0,35.0,98.0,0.357,7.0,38.0,0.184,10.0,14.0,0.714,17.0,40.0,57.0,29.0,11.0,7.0,16.0,12.0,87.0,,,0.418,0.393,0.388,0.143,32.1,75.5,53.8,82.9,11.0,10.8,13.3,100.0,86.8,101.7,,,8.0,17.0,0.533,3.0,10.0,0.4,3.0,4.0,1.0,5.0,8.0,12.0,13.0,2.0,2.0,3.0,3.0,16.0,21.7,8.0,0.542,0.533,1.0,0.4,13.9,55.4,27.7,66.1,4.3,10.0,17.8,25.9,117.0,113.0,DEN,87,1,2025,2024-10-24,True
27,240.0,240.0,35.0,98.0,0.357,7.0,38.0,0.184,10.0,14.0,0.714,17.0,40.0,57.0,29.0,11.0,7.0,16.0,12.0,87.0,,,0.418,0.393,0.388,0.143,32.1,75.5,53.8,82.9,11.0,10.8,13.3,100.0,86.8,101.7,,,8.0,17.0,0.533,3.0,10.0,0.4,3.0,4.0,1.0,5.0,8.0,12.0,13.0,2.0,2.0,3.0,3.0,16.0,21.7,8.0,0.542,0.533,1.0,0.4,13.9,55.4,27.7,66.1,4.3,10.0,17.8,25.9,117.0,113.0,DEN,87,1,0,240.0,240.0,43.0,101.0,0.426,8.0,36.0,0.222,8.0,12.0,0.667,13.0,36.0,49.0,23.0,9.0,13.0,12.0,15.0,102.0,,,0.48,0.465,0.356,0.119,24.5,67.9,46.2,53.5,9.0,21.7,10.1,100.0,101.7,86.8,,,11.0,24.0,0.778,2.0,8.0,0.667,4.0,5.0,1.0,4.0,10.0,14.0,8.0,3.0,4.0,5.0,3.0,28.0,27.3,19.0,0.833,0.833,1.0,0.278,10.1,76.5,38.3,37.3,5.0,8.9,33.3,34.3,147.0,102.0,OKC,102,0,2025,2024-10-24,False
28,240.0,240.0,41.0,86.0,0.477,20.0,50.0,0.4,15.0,17.0,0.882,6.0,36.0,42.0,24.0,3.0,2.0,17.0,24.0,117.0,,,0.626,0.593,0.581,0.198,15.0,90.0,52.5,58.5,3.0,3.8,15.4,100.0,115.3,113.4,,,13.0,24.0,0.765,5.0,15.0,0.833,7.0,7.0,1.0,2.0,13.0,13.0,4.0,2.0,1.0,3.0,4.0,33.0,26.0,13.0,0.901,0.912,1.0,1.0,8.7,58.8,29.4,23.9,2.7,3.3,51.0,33.3,249.0,118.0,MIN,117,0,1,240.0,240.0,38.0,82.0,0.463,11.0,29.0,0.379,28.0,35.0,0.8,4.0,34.0,38.0,21.0,7.0,2.0,9.0,18.0,115.0,,,0.59,0.53,0.354,0.427,10.0,85.0,47.5,55.3,6.9,5.6,8.5,100.0,113.4,115.3,,,8.0,18.0,1.0,5.0,10.0,0.75,12.0,14.0,1.0,2.0,9.0,11.0,11.0,2.0,1.0,4.0,4.0,26.0,18.6,9.0,0.798,1.0,1.0,2.0,5.6,42.4,21.2,47.0,8.5,23.5,34.7,27.7,159.0,122.0,SAC,115,1,2025,2024-10-24,True
29,240.0,240.0,38.0,82.0,0.463,11.0,29.0,0.379,28.0,35.0,0.8,4.0,34.0,38.0,21.0,7.0,2.0,9.0,18.0,115.0,,,0.59,0.53,0.354,0.427,10.0,85.0,47.5,55.3,6.9,5.6,8.5,100.0,113.4,115.3,,,8.0,18.0,1.0,5.0,10.0,0.75,12.0,14.0,1.0,2.0,9.0,11.0,11.0,2.0,1.0,4.0,4.0,26.0,18.6,9.0,0.798,1.0,1.0,2.0,5.6,42.4,21.2,47.0,8.5,23.5,34.7,27.7,159.0,122.0,SAC,115,1,0,240.0,240.0,41.0,86.0,0.477,20.0,50.0,0.4,15.0,17.0,0.882,6.0,36.0,42.0,24.0,3.0,2.0,17.0,24.0,117.0,,,0.626,0.593,0.581,0.198,15.0,90.0,52.5,58.5,3.0,3.8,15.4,100.0,115.3,113.4,,,13.0,24.0,0.765,5.0,15.0,0.833,7.0,7.0,1.0,2.0,13.0,13.0,4.0,2.0,1.0,3.0,4.0,33.0,26.0,13.0,0.901,0.912,1.0,1.0,8.7,58.8,29.4,23.9,2.7,3.3,51.0,33.3,249.0,118.0,MIN,117,0,2025,2024-10-24,False
30,240.0,240.0,42.0,90.0,0.467,17.0,45.0,0.378,21.0,27.0,0.778,12.0,37.0,49.0,21.0,7.0,3.0,14.0,19.0,122.0,,,0.599,0.561,0.5,0.3,28.6,78.7,55.1,50.0,6.8,5.1,12.1,100.0,119.0,99.5,,,10.0,20.0,0.75,5.0,11.0,0.667,5.0,7.0,1.0,4.0,9.0,11.0,6.0,4.0,2.0,3.0,4.0,27.0,23.1,33.0,1.0,1.0,1.0,2.0,41.2,32.1,29.2,37.3,12.0,41.7,100.0,34.8,158.0,106.0,BOS,122,0,1,240.0,240.0,41.0,95.0,0.432,7.0,36.0,0.194,13.0,18.0,0.722,10.0,30.0,40.0,27.0,9.0,6.0,15.0,19.0,102.0,,,0.496,0.468,0.379,0.189,21.3,71.4,44.9,65.9,8.8,13.3,12.7,100.0,99.5,119.0,,,9.0,17.0,0.615,6.0,11.0,0.545,6.0,8.0,1.0,4.0,5.0,6.0,6.0,4.0,2.0,4.0,3.0,26.0,20.3,11.0,0.727,0.706,1.0,4.0,42.5,29.3,33.6,58.2,14.7,9.8,35.2,38.4,215.0,130.0,WAS,102,1,2025,2024-10-24,True
31,240.0,240.0,41.0,95.0,0.432,7.0,36.0,0.194,13.0,18.0,0.722,10.0,30.0,40.0,27.0,9.0,6.0,15.0,19.0,102.0,,,0.496,0.468,0.379,0.189,21.3,71.4,44.9,65.9,8.8,13.3,12.7,100.0,99.5,119.0,,,9.0,17.0,0.615,6.0,11.0,0.545,6.0,8.0,1.0,4.0,5.0,6.0,6.0,4.0,2.0,4.0,3.0,26.0,20.3,11.0,0.727,0.706,1.0,4.0,42.5,29.3,33.6,58.2,14.7,9.8,35.2,38.4,215.0,130.0,WAS,102,1,0,240.0,240.0,42.0,90.0,0.467,17.0,45.0,0.378,21.0,27.0,0.778,12.0,37.0,49.0,21.0,7.0,3.0,14.0,19.0,122.0,,,0.599,0.561,0.5,0.3,28.6,78.7,55.1,50.0,6.8,5.1,12.1,100.0,119.0,99.5,,,10.0,20.0,0.75,5.0,11.0,0.667,5.0,7.0,1.0,4.0,9.0,11.0,6.0,4.0,2.0,3.0,4.0,27.0,23.1,33.0,1.0,1.0,1.0,2.0,41.2,32.1,29.2,37.3,12.0,41.7,100.0,34.8,158.0,106.0,BOS,122,0,2025,2024-10-24,False
32,240.0,240.0,37.0,96.0,0.385,21.0,51.0,0.412,25.0,31.0,0.806,22.0,31.0,53.0,22.0,7.0,4.0,18.0,28.0,120.0,,,0.547,0.495,0.531,0.323,40.7,81.6,57.6,59.5,6.9,9.3,14.1,100.0,118.5,123.4,,,10.0,20.0,0.5,9.0,14.0,0.643,8.0,8.0,1.0,6.0,7.0,13.0,6.0,3.0,1.0,10.0,6.0,34.0,19.7,14.0,0.751,0.725,0.857,1.333,17.7,38.5,22.6,33.0,5.2,6.3,30.6,42.7,154.0,127.0,CHO,120,0,1,240.0,240.0,39.0,81.0,0.481,14.0,38.0,0.368,33.0,38.0,0.868,7.0,32.0,39.0,25.0,11.0,9.0,14.0,28.0,125.0,,,0.64,0.568,0.469,0.469,18.4,59.3,42.4,64.1,10.9,20.0,12.5,100.0,123.4,118.5,,,11.0,24.0,1.0,5.0,14.0,0.667,11.0,13.0,1.0,3.0,8.0,8.0,10.0,4.0,2.0,7.0,5.0,38.0,32.0,12.0,1.042,1.0,1.0,1.0,9.1,26.9,16.9,44.1,4.6,9.9,41.0,38.0,199.0,132.0,ATL,125,1,2025,2024-10-25,False
33,240.0,240.0,39.0,81.0,0.481,14.0,38.0,0.368,33.0,38.0,0.868,7.0,32.0,39.0,25.0,11.0,9.0,14.0,28.0,125.0,,,0.64,0.568,0.469,0.469,18.4,59.3,42.4,64.1,10.9,20.0,12.5,100.0,123.4,118.5,,,11.0,24.0,1.0,5.0,14.0,0.667,11.0,13.0,1.0,3.0,8.0,8.0,10.0,4.0,2.0,7.0,5.0,38.0,32.0,12.0,1.042,1.0,1.0,1.0,9.1,26.9,16.9,44.1,4.6,9.9,41.0,38.0,199.0,132.0,ATL,125,1,0,240.0,240.0,37.0,96.0,0.385,21.0,51.0,0.412,25.0,31.0,0.806,22.0,31.0,53.0,22.0,7.0,4.0,18.0,28.0,120.0,,,0.547,0.495,0.531,0.323,40.7,81.6,57.6,59.5,6.9,9.3,14.1,100.0,118.5,123.4,,,10.0,20.0,0.5,9.0,14.0,0.643,8.0,8.0,1.0,6.0,7.0,13.0,6.0,3.0,1.0,10.0,6.0,34.0,19.7,14.0,0.751,0.725,0.857,1.333,17.7,38.5,22.6,33.0,5.2,6.3,30.6,42.7,154.0,127.0,CHO,120,0,2025,2024-10-25,True
34,240.0,240.0,38.0,81.0,0.469,13.0,32.0,0.406,12.0,17.0,0.706,8.0,34.0,42.0,25.0,3.0,5.0,22.0,22.0,101.0,,,0.571,0.549,0.395,0.21,19.0,87.2,51.9,65.8,3.0,10.4,19.9,100.0,101.1,113.1,,,14.0,24.0,0.583,3.0,6.0,0.667,4.0,6.0,1.0,3.0,7.0,7.0,6.0,1.0,1.0,9.0,5.0,33.0,17.4,9.0,0.75,0.75,1.0,1.0,78.8,50.1,40.9,87.1,4.2,8.7,100.0,42.7,231.0,119.0,DET,101,0,1,240.0,240.0,42.0,82.0,0.512,13.0,34.0,0.382,16.0,23.0,0.696,5.0,34.0,39.0,28.0,13.0,4.0,13.0,15.0,113.0,,,0.613,0.591,0.415,0.28,12.8,81.0,48.1,66.7,13.0,8.2,12.4,100.0,113.1,101.1,,,8.0,21.0,1.0,5.0,8.0,0.714,7.0,8.0,1.0,1.0,11.0,11.0,6.0,4.0,2.0,4.0,3.0,19.0,19.1,14.0,1.006,1.056,1.0,1.143,7.8,40.3,20.9,40.6,7.4,6.2,25.0,37.5,214.0,111.0,CLE,113,1,2025,2024-10-25,False
35,240.0,240.0,42.0,82.0,0.512,13.0,34.0,0.382,16.0,23.0,0.696,5.0,34.0,39.0,28.0,13.0,4.0,13.0,15.0,113.0,,,0.613,0.591,0.415,0.28,12.8,81.0,48.1,66.7,13.0,8.2,12.4,100.0,113.1,101.1,,,8.0,21.0,1.0,5.0,8.0,0.714,7.0,8.0,1.0,1.0,11.0,11.0,6.0,4.0,2.0,4.0,3.0,19.0,19.1,14.0,1.006,1.056,1.0,1.143,7.8,40.3,20.9,40.6,7.4,6.2,25.0,37.5,214.0,111.0,CLE,113,1,0,240.0,240.0,38.0,81.0,0.469,13.0,32.0,0.406,12.0,17.0,0.706,8.0,34.0,42.0,25.0,3.0,5.0,22.0,22.0,101.0,,,0.571,0.549,0.395,0.21,19.0,87.2,51.9,65.8,3.0,10.4,19.9,100.0,101.1,113.1,,,14.0,24.0,0.583,3.0,6.0,0.667,4.0,6.0,1.0,3.0,7.0,7.0,6.0,1.0,1.0,9.0,5.0,33.0,17.4,9.0,0.75,0.75,1.0,1.0,78.8,50.1,40.9,87.1,4.2,8.7,100.0,42.7,231.0,119.0,DET,101,0,2025,2024-10-25,True
36,240.0,240.0,38.0,91.0,0.418,10.0,28.0,0.357,22.0,36.0,0.611,14.0,29.0,43.0,24.0,8.0,8.0,19.0,25.0,108.0,,,0.505,0.473,0.308,0.396,25.5,55.8,40.2,63.2,7.4,14.5,15.1,100.0,100.3,118.9,,,8.0,17.0,0.667,2.0,5.0,1.0,6.0,9.0,1.0,4.0,5.0,9.0,4.0,2.0,2.0,6.0,4.0,24.0,12.9,3.0,0.902,1.0,1.0,1.25,15.5,20.6,17.9,35.4,5.7,11.2,41.0,43.2,226.0,131.0,MEM,108,0,1,240.0,240.0,43.0,98.0,0.439,17.0,43.0,0.395,25.0,36.0,0.694,23.0,41.0,64.0,20.0,10.0,4.0,19.0,32.0,128.0,,,0.562,0.526,0.439,0.367,44.2,74.5,59.8,46.5,9.3,6.3,14.3,100.0,118.9,100.3,,,8.0,21.0,1.0,5.0,9.0,1.0,6.0,8.0,1.0,6.0,10.0,16.0,4.0,3.0,2.0,8.0,5.0,22.0,14.8,19.0,1.5,1.5,1.0,1.25,15.8,78.7,40.5,50.4,5.6,4.8,56.3,38.3,300.0,110.0,HOU,128,1,2025,2024-10-25,False
37,240.0,240.0,43.0,98.0,0.439,17.0,43.0,0.395,25.0,36.0,0.694,23.0,41.0,64.0,20.0,10.0,4.0,19.0,32.0,128.0,,,0.562,0.526,0.439,0.367,44.2,74.5,59.8,46.5,9.3,6.3,14.3,100.0,118.9,100.3,,,8.0,21.0,1.0,5.0,9.0,1.0,6.0,8.0,1.0,6.0,10.0,16.0,4.0,3.0,2.0,8.0,5.0,22.0,14.8,19.0,1.5,1.5,1.0,1.25,15.8,78.7,40.5,50.4,5.6,4.8,56.3,38.3,300.0,110.0,HOU,128,1,0,240.0,240.0,38.0,91.0,0.418,10.0,28.0,0.357,22.0,36.0,0.611,14.0,29.0,43.0,24.0,8.0,8.0,19.0,25.0,108.0,,,0.505,0.473,0.308,0.396,25.5,55.8,40.2,63.2,7.4,14.5,15.1,100.0,100.3,118.9,,,8.0,17.0,0.667,2.0,5.0,1.0,6.0,9.0,1.0,4.0,5.0,9.0,4.0,2.0,2.0,6.0,4.0,24.0,12.9,3.0,0.902,1.0,1.0,1.25,15.5,20.6,17.9,35.4,5.7,11.2,41.0,43.2,226.0,131.0,MEM,108,0,2025,2024-10-25,True
38,240.0,240.0,42.0,82.0,0.512,17.0,37.0,0.459,15.0,17.0,0.882,5.0,29.0,34.0,35.0,8.0,4.0,17.0,26.0,116.0,,,0.648,0.616,0.451,0.207,13.9,82.9,47.9,83.3,8.1,8.3,16.0,100.0,117.7,124.9,,,11.0,21.0,0.75,4.0,10.0,0.667,6.0,7.0,1.0,2.0,6.0,7.0,9.0,2.0,1.0,4.0,4.0,30.0,24.0,14.0,1.031,1.0,1.0,0.667,10.1,44.7,25.7,36.0,7.4,5.4,100.0,30.5,209.0,129.0,PHO,116,0,1,240.0,240.0,40.0,75.0,0.533,14.0,27.0,0.519,29.0,39.0,0.744,6.0,31.0,37.0,33.0,10.0,5.0,13.0,18.0,123.0,,,0.667,0.627,0.36,0.52,17.1,86.1,52.1,82.5,10.2,11.1,12.4,100.0,124.9,117.7,,,11.0,18.0,1.0,5.0,7.0,1.0,13.0,17.0,1.0,2.0,7.0,8.0,8.0,3.0,2.0,4.0,4.0,35.0,31.4,14.0,1.5,1.5,1.0,0.944,7.8,38.0,23.1,36.5,7.1,6.1,50.0,32.2,167.0,124.0,LAL,123,1,2025,2024-10-25,False
39,240.0,240.0,40.0,75.0,0.533,14.0,27.0,0.519,29.0,39.0,0.744,6.0,31.0,37.0,33.0,10.0,5.0,13.0,18.0,123.0,,,0.667,0.627,0.36,0.52,17.1,86.1,52.1,82.5,10.2,11.1,12.4,100.0,124.9,117.7,,,11.0,18.0,1.0,5.0,7.0,1.0,13.0,17.0,1.0,2.0,7.0,8.0,8.0,3.0,2.0,4.0,4.0,35.0,31.4,14.0,1.5,1.5,1.0,0.944,7.8,38.0,23.1,36.5,7.1,6.1,50.0,32.2,167.0,124.0,LAL,123,1,0,240.0,240.0,42.0,82.0,0.512,17.0,37.0,0.459,15.0,17.0,0.882,5.0,29.0,34.0,35.0,8.0,4.0,17.0,26.0,116.0,,,0.648,0.616,0.451,0.207,13.9,82.9,47.9,83.3,8.1,8.3,16.0,100.0,117.7,124.9,,,11.0,21.0,0.75,4.0,10.0,0.667,6.0,7.0,1.0,2.0,6.0,7.0,9.0,2.0,1.0,4.0,4.0,30.0,24.0,14.0,1.031,1.0,1.0,0.667,10.1,44.7,25.7,36.0,7.4,5.4,100.0,30.5,209.0,129.0,PHO,116,0,2025,2024-10-25,True
40,240.0,240.0,46.0,96.0,0.479,21.0,47.0,0.447,20.0,23.0,0.87,9.0,37.0,46.0,30.0,10.0,4.0,10.0,17.0,133.0,,,0.627,0.589,0.49,0.24,18.8,82.2,49.5,65.2,9.3,7.5,8.6,100.0,124.2,113.9,,,12.0,20.0,0.6,7.0,13.0,1.0,5.0,6.0,1.0,3.0,8.0,10.0,9.0,4.0,2.0,3.0,4.0,35.0,31.7,16.0,0.804,0.775,1.0,4.0,20.2,26.7,17.4,51.6,5.2,7.3,12.1,29.8,160.0,122.0,CHI,133,0,1,240.0,240.0,46.0,93.0,0.495,13.0,40.0,0.325,17.0,25.0,0.68,8.0,39.0,47.0,24.0,5.0,3.0,15.0,14.0,122.0,,,0.587,0.565,0.43,0.269,17.8,81.3,50.5,52.2,4.7,6.1,12.6,100.0,113.9,124.2,,,15.0,23.0,0.75,3.0,12.0,1.0,8.0,16.0,1.0,3.0,10.0,12.0,8.0,2.0,3.0,5.0,4.0,38.0,28.5,2.0,1.136,1.125,1.0,0.696,12.9,55.0,28.4,34.3,3.4,10.0,50.0,44.4,250.0,132.0,MIL,122,1,2025,2024-10-25,True
41,240.0,240.0,46.0,93.0,0.495,13.0,40.0,0.325,17.0,25.0,0.68,8.0,39.0,47.0,24.0,5.0,3.0,15.0,14.0,122.0,,,0.587,0.565,0.43,0.269,17.8,81.3,50.5,52.2,4.7,6.1,12.6,100.0,113.9,124.2,,,15.0,23.0,0.75,3.0,12.0,1.0,8.0,16.0,1.0,3.0,10.0,12.0,8.0,2.0,3.0,5.0,4.0,38.0,28.5,2.0,1.136,1.125,1.0,0.696,12.9,55.0,28.4,34.3,3.4,10.0,50.0,44.4,250.0,132.0,MIL,122,1,0,240.0,240.0,46.0,96.0,0.479,21.0,47.0,0.447,20.0,23.0,0.87,9.0,37.0,46.0,30.0,10.0,4.0,10.0,17.0,133.0,,,0.627,0.589,0.49,0.24,18.8,82.2,49.5,65.2,9.3,7.5,8.6,100.0,124.2,113.9,,,12.0,20.0,0.6,7.0,13.0,1.0,5.0,6.0,1.0,3.0,8.0,10.0,9.0,4.0,2.0,3.0,4.0,35.0,31.7,16.0,0.804,0.775,1.0,4.0,20.2,26.7,17.4,51.6,5.2,7.3,12.1,29.8,160.0,122.0,CHI,133,0,2025,2024-10-25,False
