,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,won,PER_Combined,PER_Combined_opp
5447,240.0,36.0,86.0,0.419,12.0,34.0,0.353,14.0,17.0,0.824,9.0,33.0,42.0,19.0,7.0,3.0,13.0,18.0,0.524,0.488,0.395,0.198,18.8,82.5,47.7,52.8,7.3,7.0,12.2,100.0,101.7,110.0,11.0,19.0,0.625,4.0,5.0,0.8,4.0,5.0,1.0,3.0,7.0,9.0,4.0,1.0,1.0,3.0,5.0,30.0,3.0,0.75,0.75,1.0,0.8,11.0,38.2,18.1,25.3,2.7,11.8,27.3,28.0,138.0,118.0,OKC,98,1,39.0,83.0,0.47,14.0,40.0,0.35,14.0,18.0,0.778,7.0,39.0,46.0,30.0,9.0,8.0,15.0,20.0,0.583,0.554,0.482,0.217,17.5,81.3,52.3,76.9,9.3,15.4,14.2,100.0,110.0,101.7,9.0,17.0,1.0,4.0,9.0,1.0,7.0,7.0,1.0,2.0,8.0,9.0,8.0,3.0,2.0,4.0,5.0,23.0,16.0,1.5,1.5,1.0,1.0,13.3,33.2,24.2,37.2,11.0,6.3,66.7,31.3,181.0,113.0,GSW,106,0,2022,False,74.5,46.8
5448,265.0,50.0,105.0,0.476,8.0,30.0,0.267,17.0,22.0,0.773,9.0,47.0,56.0,20.0,8.0,10.0,13.0,21.0,0.545,0.514,0.286,0.21,17.3,74.6,48.7,40.0,6.9,13.9,10.2,100.0,107.7,104.3,15.0,31.0,1.0,4.0,10.0,0.5,5.0,6.0,1.0,7.0,10.0,17.0,8.0,3.0,4.0,3.0,5.0,35.0,31.0,1.087,1.0,0.8,4.0,16.8,37.8,26.6,35.8,3.5,9.4,27.6,34.9,234.0,112.0,LAL,125,0,48.0,108.0,0.444,13.0,36.0,0.361,12.0,22.0,0.545,16.0,43.0,59.0,33.0,10.0,6.0,15.0,22.0,0.514,0.505,0.333,0.204,25.4,82.7,51.3,68.8,8.6,8.0,11.3,100.0,104.3,107.7,13.0,24.0,0.765,5.0,9.0,0.714,7.0,8.0,1.0,7.0,10.0,14.0,15.0,2.0,3.0,3.0,4.0,27.0,17.0,0.965,0.95,0.7,0.8,25.8,25.4,17.2,54.8,7.5,5.6,33.3,37.1,223.0,116.0,SAS,121,1,2022,True,92.80000000000001,45.3
5449,265.0,48.0,108.0,0.444,13.0,36.0,0.361,12.0,22.0,0.545,16.0,43.0,59.0,33.0,10.0,6.0,15.0,22.0,0.514,0.505,0.333,0.204,25.4,82.7,51.3,68.8,8.6,8.0,11.3,100.0,104.3,107.7,13.0,24.0,0.765,5.0,9.0,0.714,7.0,8.0,1.0,7.0,10.0,14.0,15.0,2.0,3.0,3.0,4.0,27.0,17.0,0.965,0.95,0.7,0.8,25.8,25.4,17.2,54.8,7.5,5.6,33.3,37.1,223.0,116.0,SAS,121,1,50.0,105.0,0.476,8.0,30.0,0.267,17.0,22.0,0.773,9.0,47.0,56.0,20.0,8.0,10.0,13.0,21.0,0.545,0.514,0.286,0.21,17.3,74.6,48.7,40.0,6.9,13.9,10.2,100.0,107.7,104.3,15.0,31.0,1.0,4.0,10.0,0.5,5.0,6.0,1.0,7.0,10.0,17.0,8.0,3.0,4.0,3.0,5.0,35.0,31.0,1.087,1.0,0.8,4.0,16.8,37.8,26.6,35.8,3.5,9.4,27.6,34.9,234.0,112.0,LAL,125,0,2022,False,45.3,92.80000000000001
5450,240.0,42.0,83.0,0.506,10.0,28.0,0.357,16.0,24.0,0.667,5.0,30.0,35.0,19.0,9.0,3.0,13.0,23.0,0.588,0.566,0.337,0.289,13.2,78.9,46.1,45.2,9.0,6.5,12.2,100.0,109.9,121.9,9.0,18.0,0.889,3.0,11.0,1.0,5.0,7.0,0.8,1.0,8.0,9.0,6.0,3.0,1.0,4.0,5.0,24.0,7.0,0.993,1.056,1.0,4.0,8.4,42.1,25.3,100.0,7.8,5.0,33.3,39.3,191.0,130.0,DEN,110,0,44.0,85.0,0.518,12.0,39.0,0.308,22.0,29.0,0.759,8.0,33.0,41.0,20.0,5.0,6.0,13.0,22.0,0.624,0.588,0.459,0.341,21.1,86.8,53.9,45.5,5.0,10.9,11.7,100.0,121.9,109.9,9.0,20.0,0.875,3.0,10.0,0.6,9.0,16.0,1.0,3.0,13.0,16.0,6.0,1.0,1.0,5.0,4.0,23.0,19.0,0.945,0.917,1.0,2.0,11.4,49.4,30.4,26.7,1.7,47.6,50.0,33.2,198.0,115.0,UTA,122,1,2022,False,29.7,45.6
5451,240.0,44.0,85.0,0.518,12.0,39.0,0.308,22.0,29.0,0.759,8.0,33.0,41.0,20.0,5.0,6.0,13.0,22.0,0.624,0.588,0.459,0.341,21.1,86.8,53.9,45.5,5.0,10.9,11.7,100.0,121.9,109.9,9.0,20.0,0.875,3.0,10.0,0.6,9.0,16.0,1.0,3.0,13.0,16.0,6.0,1.0,1.0,5.0,4.0,23.0,19.0,0.945,0.917,1.0,2.0,11.4,49.4,30.4,26.7,1.7,47.6,50.0,33.2,198.0,115.0,UTA,122,1,42.0,83.0,0.506,10.0,28.0,0.357,16.0,24.0,0.667,5.0,30.0,35.0,19.0,9.0,3.0,13.0,23.0,0.588,0.566,0.337,0.289,13.2,78.9,46.1,45.2,9.0,6.5,12.2,100.0,109.9,121.9,9.0,18.0,0.889,3.0,11.0,1.0,5.0,7.0,0.8,1.0,8.0,9.0,6.0,3.0,1.0,4.0,5.0,24.0,7.0,0.993,1.056,1.0,4.0,8.4,42.1,25.3,100.0,7.8,5.0,33.3,39.3,191.0,130.0,DEN,110,0,2022,True,45.6,29.7
5452,240.0,43.0,84.0,0.512,9.0,25.0,0.36,21.0,29.0,0.724,11.0,36.0,47.0,18.0,8.0,7.0,15.0,20.0,0.599,0.565,0.298,0.345,28.9,78.3,56.0,41.9,8.2,12.5,13.4,100.0,118.4,109.2,10.0,25.0,1.0,3.0,6.0,1.0,5.0,7.0,1.0,4.0,7.0,11.0,3.0,3.0,2.0,5.0,4.0,25.0,21.0,1.167,1.25,1.0,3.0,17.7,43.9,32.0,23.4,6.9,12.0,34.7,38.2,218.0,117.0,WAS,116,0,37.0,85.0,0.435,10.0,29.0,0.345,23.0,28.0,0.821,10.0,27.0,37.0,18.0,9.0,5.0,13.0,21.0,0.55,0.494,0.341,0.329,21.7,71.1,44.0,48.6,9.2,8.5,11.8,100.0,109.2,118.4,9.0,22.0,1.0,4.0,8.0,1.0,6.0,8.0,1.0,5.0,8.0,11.0,6.0,3.0,4.0,3.0,5.0,23.0,3.0,1.167,1.167,0.714,3.0,17.1,38.6,24.0,30.4,5.4,10.7,25.5,33.6,233.0,127.0,BOS,107,1,2022,True,63.900000000000006,83.7
5453,240.0,37.0,85.0,0.435,10.0,29.0,0.345,23.0,28.0,0.821,10.0,27.0,37.0,18.0,9.0,5.0,13.0,21.0,0.55,0.494,0.341,0.329,21.7,71.1,44.0,48.6,9.2,8.5,11.8,100.0,109.2,118.4,9.0,22.0,1.0,4.0,8.0,1.0,6.0,8.0,1.0,5.0,8.0,11.0,6.0,3.0,4.0,3.0,5.0,23.0,3.0,1.167,1.167,0.714,3.0,17.1,38.6,24.0,30.4,5.4,10.7,25.5,33.6,233.0,127.0,BOS,107,1,43.0,84.0,0.512,9.0,25.0,0.36,21.0,29.0,0.724,11.0,36.0,47.0,18.0,8.0,7.0,15.0,20.0,0.599,0.565,0.298,0.345,28.9,78.3,56.0,41.9,8.2,12.5,13.4,100.0,118.4,109.2,10.0,25.0,1.0,3.0,6.0,1.0,5.0,7.0,1.0,4.0,7.0,11.0,3.0,3.0,2.0,5.0,4.0,25.0,21.0,1.167,1.25,1.0,3.0,17.7,43.9,32.0,23.4,6.9,12.0,34.7,38.2,218.0,117.0,WAS,116,0,2022,False,83.7,63.900000000000006
5454,240.0,38.0,96.0,0.396,8.0,29.0,0.276,22.0,26.0,0.846,17.0,45.0,62.0,21.0,6.0,2.0,14.0,19.0,0.493,0.438,0.302,0.271,30.9,91.8,59.6,55.3,5.9,4.8,11.5,100.0,104.8,92.0,8.0,18.0,1.0,3.0,7.0,0.6,8.0,9.0,1.0,6.0,10.0,14.0,9.0,4.0,1.0,3.0,3.0,24.0,24.0,1.0,1.0,1.0,0.529,30.8,26.3,24.4,37.4,5.1,3.6,25.3,46.5,200.0,98.0,MIA,106,0,33.0,85.0,0.388,14.0,43.0,0.326,13.0,14.0,0.929,4.0,38.0,42.0,21.0,7.0,7.0,15.0,24.0,0.51,0.471,0.506,0.165,8.2,69.1,40.4,63.6,6.9,10.4,14.1,100.0,92.0,104.8,9.0,18.0,0.625,5.0,11.0,0.667,5.0,6.0,1.0,2.0,11.0,11.0,7.0,3.0,2.0,5.0,5.0,25.0,3.0,0.75,0.75,1.0,0.4,8.4,25.8,13.6,34.2,4.1,10.9,23.1,31.1,125.0,116.0,BRK,93,1,2022,True,72.80000000000001,91.0
5455,240.0,33.0,85.0,0.388,14.0,43.0,0.326,13.0,14.0,0.929,4.0,38.0,42.0,21.0,7.0,7.0,15.0,24.0,0.51,0.471,0.506,0.165,8.2,69.1,40.4,63.6,6.9,10.4,14.1,100.0,92.0,104.8,9.0,18.0,0.625,5.0,11.0,0.667,5.0,6.0,1.0,2.0,11.0,11.0,7.0,3.0,2.0,5.0,5.0,25.0,3.0,0.75,0.75,1.0,0.4,8.4,25.8,13.6,34.2,4.1,10.9,23.1,31.1,125.0,116.0,BRK,93,1,38.0,96.0,0.396,8.0,29.0,0.276,22.0,26.0,0.846,17.0,45.0,62.0,21.0,6.0,2.0,14.0,19.0,0.493,0.438,0.302,0.271,30.9,91.8,59.6,55.3,5.9,4.8,11.5,100.0,104.8,92.0,8.0,18.0,1.0,3.0,7.0,0.6,8.0,9.0,1.0,6.0,10.0,14.0,9.0,4.0,1.0,3.0,3.0,24.0,24.0,1.0,1.0,1.0,0.529,30.8,26.3,24.4,37.4,5.1,3.6,25.3,46.5,200.0,98.0,MIA,106,0,2022,False,91.0,72.80000000000001
5456,240.0,33.0,81.0,0.407,3.0,20.0,0.15,23.0,27.0,0.852,14.0,43.0,57.0,12.0,9.0,3.0,20.0,14.0,0.495,0.426,0.247,0.333,34.1,82.7,61.3,36.4,9.5,6.5,17.7,100.0,96.8,83.1,12.0,20.0,0.625,2.0,4.0,0.667,6.0,6.0,1.0,4.0,8.0,10.0,6.0,3.0,2.0,6.0,4.0,26.0,17.0,0.82,0.75,0.571,0.667,19.8,25.8,21.8,42.2,4.0,6.1,38.1,50.0,123.0,94.0,CLE,92,0,31.0,87.0,0.356,9.0,41.0,0.22,8.0,13.0,0.615,9.0,27.0,36.0,19.0,13.0,2.0,14.0,24.0,0.426,0.408,0.471,0.149,17.3,65.9,38.7,61.3,13.7,3.3,13.1,100.0,83.1,96.8,6.0,20.0,0.667,3.0,9.0,0.375,3.0,5.0,1.0,4.0,10.0,10.0,3.0,4.0,1.0,5.0,4.0,16.0,1.0,0.671,0.667,0.889,0.833,10.9,35.7,15.8,57.3,7.7,6.0,38.8,31.6,229.0,109.0,LAC,79,1,2022,True,63.9,87.9
5457,240.0,31.0,87.0,0.356,9.0,41.0,0.22,8.0,13.0,0.615,9.0,27.0,36.0,19.0,13.0,2.0,14.0,24.0,0.426,0.408,0.471,0.149,17.3,65.9,38.7,61.3,13.7,3.3,13.1,100.0,83.1,96.8,6.0,20.0,0.667,3.0,9.0,0.375,3.0,5.0,1.0,4.0,10.0,10.0,3.0,4.0,1.0,5.0,4.0,16.0,1.0,0.671,0.667,0.889,0.833,10.9,35.7,15.8,57.3,7.7,6.0,38.8,31.6,229.0,109.0,LAC,79,1,33.0,81.0,0.407,3.0,20.0,0.15,23.0,27.0,0.852,14.0,43.0,57.0,12.0,9.0,3.0,20.0,14.0,0.495,0.426,0.247,0.333,34.1,82.7,61.3,36.4,9.5,6.5,17.7,100.0,96.8,83.1,12.0,20.0,0.625,2.0,4.0,0.667,6.0,6.0,1.0,4.0,8.0,10.0,6.0,3.0,2.0,6.0,4.0,26.0,17.0,0.82,0.75,0.571,0.667,19.8,25.8,21.8,42.2,4.0,6.1,38.1,50.0,123.0,94.0,CLE,92,0,2022,False,87.9,63.9
5458,240.0,43.0,91.0,0.473,13.0,45.0,0.289,14.0,17.0,0.824,10.0,39.0,49.0,29.0,5.0,4.0,17.0,20.0,0.574,0.544,0.495,0.187,25.0,75.0,53.3,67.4,5.0,9.1,14.7,100.0,113.9,108.9,12.0,25.0,0.75,3.0,11.0,0.6,5.0,6.0,1.0,6.0,10.0,13.0,7.0,1.0,3.0,7.0,4.0,29.0,12.0,0.822,0.808,1.0,0.385,23.7,28.9,22.4,40.6,2.8,8.5,40.0,35.8,156.0,119.0,MIN,113,0,39.0,95.0,0.411,14.0,51.0,0.275,16.0,21.0,0.762,13.0,30.0,43.0,22.0,10.0,3.0,8.0,18.0,0.518,0.484,0.537,0.221,25.0,75.0,46.7,56.4,10.1,6.5,7.1,100.0,108.9,113.9,15.0,23.0,0.652,3.0,9.0,0.6,7.0,9.0,1.0,4.0,12.0,16.0,7.0,3.0,3.0,2.0,4.0,40.0,9.0,0.742,0.717,1.0,1.333,11.5,41.3,23.9,52.5,6.0,9.0,66.7,35.5,171.0,123.0,MIL,108,1,2022,True,43.89999999999999,64.3
5459,240.0,39.0,95.0,0.411,14.0,51.0,0.275,16.0,21.0,0.762,13.0,30.0,43.0,22.0,10.0,3.0,8.0,18.0,0.518,0.484,0.537,0.221,25.0,75.0,46.7,56.4,10.1,6.5,7.1,100.0,108.9,113.9,15.0,23.0,0.652,3.0,9.0,0.6,7.0,9.0,1.0,4.0,12.0,16.0,7.0,3.0,3.0,2.0,4.0,40.0,9.0,0.742,0.717,1.0,1.333,11.5,41.3,23.9,52.5,6.0,9.0,66.7,35.5,171.0,123.0,MIL,108,1,43.0,91.0,0.473,13.0,45.0,0.289,14.0,17.0,0.824,10.0,39.0,49.0,29.0,5.0,4.0,17.0,20.0,0.574,0.544,0.495,0.187,25.0,75.0,53.3,67.4,5.0,9.1,14.7,100.0,113.9,108.9,12.0,25.0,0.75,3.0,11.0,0.6,5.0,6.0,1.0,6.0,10.0,13.0,7.0,1.0,3.0,7.0,4.0,29.0,12.0,0.822,0.808,1.0,0.385,23.7,28.9,22.4,40.6,2.8,8.5,40.0,35.8,156.0,119.0,MIN,113,0,2022,False,64.3,43.89999999999999
5460,240.0,40.0,96.0,0.417,8.0,30.0,0.267,14.0,17.0,0.824,21.0,34.0,55.0,21.0,4.0,4.0,11.0,14.0,0.493,0.458,0.313,0.177,37.5,79.1,55.6,52.5,4.3,7.0,9.6,100.0,110.2,107.0,13.0,27.0,0.727,2.0,6.0,1.0,3.0,4.0,1.0,7.0,7.0,12.0,7.0,1.0,3.0,3.0,4.0,31.0,15.0,0.727,0.727,1.0,1.0,24.0,43.8,23.8,44.4,2.6,8.7,25.8,36.2,172.0,112.0,ATL,102,0,40.0,93.0,0.43,11.0,36.0,0.306,8.0,9.0,0.889,9.0,35.0,44.0,24.0,5.0,6.0,9.0,19.0,0.511,0.489,0.387,0.097,20.9,62.5,44.4,60.0,5.4,9.1,8.5,100.0,107.0,110.2,8.0,21.0,1.0,5.0,10.0,1.0,4.0,4.0,1.0,6.0,9.0,15.0,6.0,1.0,2.0,2.0,4.0,21.0,13.0,1.031,1.0,1.0,0.667,18.8,26.6,20.4,32.5,5.9,6.5,22.2,27.4,216.0,118.0,NOP,99,1,2022,True,26.700000000000003,53.8
5461,240.0,40.0,93.0,0.43,11.0,36.0,0.306,8.0,9.0,0.889,9.0,35.0,44.0,24.0,5.0,6.0,9.0,19.0,0.511,0.489,0.387,0.097,20.9,62.5,44.4,60.0,5.4,9.1,8.5,100.0,107.0,110.2,8.0,21.0,1.0,5.0,10.0,1.0,4.0,4.0,1.0,6.0,9.0,15.0,6.0,1.0,2.0,2.0,4.0,21.0,13.0,1.031,1.0,1.0,0.667,18.8,26.6,20.4,32.5,5.9,6.5,22.2,27.4,216.0,118.0,NOP,99,1,40.0,96.0,0.417,8.0,30.0,0.267,14.0,17.0,0.824,21.0,34.0,55.0,21.0,4.0,4.0,11.0,14.0,0.493,0.458,0.313,0.177,37.5,79.1,55.6,52.5,4.3,7.0,9.6,100.0,110.2,107.0,13.0,27.0,0.727,2.0,6.0,1.0,3.0,4.0,1.0,7.0,7.0,12.0,7.0,1.0,3.0,3.0,4.0,31.0,15.0,0.727,0.727,1.0,1.0,24.0,43.8,23.8,44.4,2.6,8.7,25.8,36.2,172.0,112.0,ATL,102,0,2022,False,53.8,26.700000000000003
5462,240.0,46.0,92.0,0.5,11.0,35.0,0.314,12.0,14.0,0.857,10.0,30.0,40.0,29.0,8.0,2.0,17.0,22.0,0.586,0.56,0.38,0.152,23.8,75.0,48.8,63.0,7.8,4.1,14.8,100.0,112.8,120.6,12.0,22.0,1.0,3.0,8.0,0.75,6.0,7.0,1.0,4.0,10.0,14.0,13.0,2.0,2.0,10.0,5.0,30.0,6.0,1.064,1.0,0.833,2.0,13.1,37.8,23.5,51.2,3.3,15.4,31.9,37.5,228.0,129.0,LAL,115,0,43.0,86.0,0.5,15.0,37.0,0.405,22.0,29.0,0.759,10.0,32.0,42.0,21.0,8.0,3.0,15.0,16.0,0.623,0.587,0.43,0.337,25.0,76.2,51.2,48.8,7.8,5.3,13.2,100.0,120.6,112.8,8.0,19.0,0.875,5.0,11.0,1.0,8.0,10.0,1.0,2.0,7.0,9.0,10.0,4.0,1.0,4.0,3.0,27.0,28.0,0.962,0.9,1.0,1.0,22.6,38.1,20.7,45.7,5.9,14.9,33.3,28.4,228.0,120.0,OKC,123,1,2022,False,57.49999999999999,63.099999999999994
5463,240.0,43.0,86.0,0.5,15.0,37.0,0.405,22.0,29.0,0.759,10.0,32.0,42.0,21.0,8.0,3.0,15.0,16.0,0.623,0.587,0.43,0.337,25.0,76.2,51.2,48.8,7.8,5.3,13.2,100.0,120.6,112.8,8.0,19.0,0.875,5.0,11.0,1.0,8.0,10.0,1.0,2.0,7.0,9.0,10.0,4.0,1.0,4.0,3.0,27.0,28.0,0.962,0.9,1.0,1.0,22.6,38.1,20.7,45.7,5.9,14.9,33.3,28.4,228.0,120.0,OKC,123,1,46.0,92.0,0.5,11.0,35.0,0.314,12.0,14.0,0.857,10.0,30.0,40.0,29.0,8.0,2.0,17.0,22.0,0.586,0.56,0.38,0.152,23.8,75.0,48.8,63.0,7.8,4.1,14.8,100.0,112.8,120.6,12.0,22.0,1.0,3.0,8.0,0.75,6.0,7.0,1.0,4.0,10.0,14.0,13.0,2.0,2.0,10.0,5.0,30.0,6.0,1.064,1.0,0.833,2.0,13.1,37.8,23.5,51.2,3.3,15.4,31.9,37.5,228.0,129.0,LAL,115,0,2022,True,63.099999999999994,57.49999999999999
5464,240.0,43.0,83.0,0.518,14.0,30.0,0.467,20.0,24.0,0.833,10.0,30.0,40.0,22.0,14.0,4.0,16.0,14.0,0.641,0.602,0.361,0.289,28.6,78.9,54.8,51.2,14.2,8.3,14.6,100.0,121.6,112.4,11.0,21.0,1.0,5.0,10.0,1.0,6.0,6.0,1.0,6.0,5.0,10.0,5.0,4.0,1.0,4.0,4.0,31.0,27.0,1.064,1.167,0.833,2.0,25.4,33.4,26.1,20.5,6.6,4.5,24.4,32.7,206.0,121.0,CHA,120,0,43.0,88.0,0.489,15.0,40.0,0.375,10.0,13.0,0.769,8.0,25.0,33.0,22.0,6.0,2.0,18.0,21.0,0.592,0.574,0.455,0.148,21.1,71.4,45.2,51.2,6.1,3.8,16.1,100.0,112.4,121.6,11.0,20.0,0.714,4.0,8.0,0.75,2.0,4.0,1.0,5.0,8.0,10.0,6.0,1.0,1.0,5.0,4.0,24.0,10.0,0.952,0.929,0.667,0.667,19.9,33.4,20.8,29.9,2.1,2.9,50.0,28.5,164.0,129.0,ORL,111,1,2022,True,72.3,87.5
5465,240.0,43.0,88.0,0.489,15.0,40.0,0.375,10.0,13.0,0.769,8.0,25.0,33.0,22.0,6.0,2.0,18.0,21.0,0.592,0.574,0.455,0.148,21.1,71.4,45.2,51.2,6.1,3.8,16.1,100.0,112.4,121.6,11.0,20.0,0.714,4.0,8.0,0.75,2.0,4.0,1.0,5.0,8.0,10.0,6.0,1.0,1.0,5.0,4.0,24.0,10.0,0.952,0.929,0.667,0.667,19.9,33.4,20.8,29.9,2.1,2.9,50.0,28.5,164.0,129.0,ORL,111,1,43.0,83.0,0.518,14.0,30.0,0.467,20.0,24.0,0.833,10.0,30.0,40.0,22.0,14.0,4.0,16.0,14.0,0.641,0.602,0.361,0.289,28.6,78.9,54.8,51.2,14.2,8.3,14.6,100.0,121.6,112.4,11.0,21.0,1.0,5.0,10.0,1.0,6.0,6.0,1.0,6.0,5.0,10.0,5.0,4.0,1.0,4.0,4.0,31.0,27.0,1.064,1.167,0.833,2.0,25.4,33.4,26.1,20.5,6.6,4.5,24.4,32.7,206.0,121.0,CHA,120,0,2022,False,87.5,72.3
5466,240.0,42.0,95.0,0.442,15.0,38.0,0.395,11.0,15.0,0.733,8.0,32.0,40.0,28.0,7.0,6.0,11.0,20.0,0.541,0.521,0.4,0.158,16.0,69.6,41.7,66.7,7.0,8.5,9.8,100.0,110.0,107.0,10.0,20.0,0.75,7.0,11.0,1.0,3.0,7.0,1.0,3.0,9.0,12.0,10.0,2.0,2.0,4.0,4.0,26.0,9.0,1.025,1.0,0.647,0.5,9.9,32.2,20.5,39.8,4.5,4.9,29.1,34.7,154.0,113.0,SAC,110,0,42.0,93.0,0.452,6.0,22.0,0.273,17.0,24.0,0.708,14.0,42.0,56.0,23.0,6.0,6.0,11.0,16.0,0.517,0.484,0.237,0.258,30.4,84.0,58.3,54.8,6.0,10.5,9.6,100.0,107.0,110.0,12.0,28.0,0.75,2.0,7.0,1.0,5.0,6.0,1.0,5.0,16.0,21.0,8.0,2.0,2.0,4.0,4.0,31.0,8.0,0.763,0.75,1.0,1.0,15.5,67.6,38.7,40.1,3.2,5.9,45.0,35.1,151.0,118.0,PHO,107,1,2022,True,57.49999999999999,59.900000000000006
5467,240.0,42.0,93.0,0.452,6.0,22.0,0.273,17.0,24.0,0.708,14.0,42.0,56.0,23.0,6.0,6.0,11.0,16.0,0.517,0.484,0.237,0.258,30.4,84.0,58.3,54.8,6.0,10.5,9.6,100.0,107.0,110.0,12.0,28.0,0.75,2.0,7.0,1.0,5.0,6.0,1.0,5.0,16.0,21.0,8.0,2.0,2.0,4.0,4.0,31.0,8.0,0.763,0.75,1.0,1.0,15.5,67.6,38.7,40.1,3.2,5.9,45.0,35.1,151.0,118.0,PHO,107,1,42.0,95.0,0.442,15.0,38.0,0.395,11.0,15.0,0.733,8.0,32.0,40.0,28.0,7.0,6.0,11.0,20.0,0.541,0.521,0.4,0.158,16.0,69.6,41.7,66.7,7.0,8.5,9.8,100.0,110.0,107.0,10.0,20.0,0.75,7.0,11.0,1.0,3.0,7.0,1.0,3.0,9.0,12.0,10.0,2.0,2.0,4.0,4.0,26.0,9.0,1.025,1.0,0.647,0.5,9.9,32.2,20.5,39.8,4.5,4.9,29.1,34.7,154.0,113.0,SAC,110,0,2022,False,59.900000000000006,57.49999999999999
5468,240.0,35.0,96.0,0.365,17.0,50.0,0.34,9.0,19.0,0.474,21.0,29.0,50.0,27.0,9.0,3.0,21.0,25.0,0.46,0.453,0.521,0.198,37.5,69.0,51.0,77.1,9.2,6.3,16.8,100.0,98.7,119.2,7.0,13.0,1.0,4.0,7.0,1.0,4.0,5.0,1.0,5.0,7.0,9.0,10.0,2.0,1.0,9.0,5.0,19.0,6.0,1.5,1.5,1.0,1.0,30.8,27.2,20.5,54.9,17.7,15.2,66.7,44.3,156.0,130.0,MEM,96,0,39.0,84.0,0.464,15.0,36.0,0.417,23.0,31.0,0.742,13.0,35.0,48.0,22.0,11.0,6.0,13.0,20.0,0.594,0.554,0.429,0.369,31.0,62.5,49.0,56.4,11.3,13.0,11.7,100.0,119.2,98.7,8.0,22.0,0.75,5.0,11.0,1.0,5.0,8.0,1.0,5.0,6.0,8.0,10.0,3.0,1.0,3.0,5.0,25.0,23.0,0.85,0.85,1.0,2.0,23.3,32.1,18.4,49.5,9.2,19.6,36.1,34.7,157.0,107.0,POR,116,1,2022,False,59.099999999999994,66.80000000000001
5469,240.0,39.0,84.0,0.464,15.0,36.0,0.417,23.0,31.0,0.742,13.0,35.0,48.0,22.0,11.0,6.0,13.0,20.0,0.594,0.554,0.429,0.369,31.0,62.5,49.0,56.4,11.3,13.0,11.7,100.0,119.2,98.7,8.0,22.0,0.75,5.0,11.0,1.0,5.0,8.0,1.0,5.0,6.0,8.0,10.0,3.0,1.0,3.0,5.0,25.0,23.0,0.85,0.85,1.0,2.0,23.3,32.1,18.4,49.5,9.2,19.6,36.1,34.7,157.0,107.0,POR,116,1,35.0,96.0,0.365,17.0,50.0,0.34,9.0,19.0,0.474,21.0,29.0,50.0,27.0,9.0,3.0,21.0,25.0,0.46,0.453,0.521,0.198,37.5,69.0,51.0,77.1,9.2,6.3,16.8,100.0,98.7,119.2,7.0,13.0,1.0,4.0,7.0,1.0,4.0,5.0,1.0,5.0,7.0,9.0,10.0,2.0,1.0,9.0,5.0,19.0,6.0,1.5,1.5,1.0,1.0,30.8,27.2,20.5,54.9,17.7,15.2,66.7,44.3,156.0,130.0,MEM,96,0,2022,True,66.80000000000001,59.099999999999994
