Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Season Year
129,Daniel Gafford,PF,26,DAL,9,175,24.9,.722,.000,.302,13.9,18.7,16.3,8.2,0.8,5.4,8.9,19.3,,0.7,0.3,1.0,.274,,2.5,0.7,3.2,0.2,2025
130,Darius Garland,PG,25,CLE,11,324,22.7,.683,.513,.128,1.9,5.4,3.8,32.1,1.9,1.1,15.0,26.2,,1.1,0.3,1.5,.220,,5.6,-1.0,4.6,0.5,2025
131,Luka Garza,PF,26,MIN,4,17,-1.0,.350,.364,.091,7.3,25.9,17.1,0.0,0.0,0.0,14.9,34.4,,-0.1,0.0,-0.1,-0.308,,-15.0,-7.6,-22.6,-0.1,2025
132,Keyonte George,SG,21,UTA,8,254,9.2,.467,.593,.305,1.7,7.8,4.8,33.8,0.7,0.4,16.3,25.9,,-0.3,0.0,-0.3,-0.055,,-2.1,-3.8,-5.9,-0.3,2025
133,Kyshawn George,SG,21,WAS,7,199,8.4,.453,.712,.121,2.1,14.3,8.1,13.1,1.6,4.6,9.1,15.6,,-0.1,0.1,0.0,-0.010,,-4.5,-0.1,-4.5,-0.1,2025
134,Paul George,SF,34,PHI,3,80,15.1,.514,.444,.306,5.2,19.6,11.6,30.0,3.1,1.2,19.7,27.3,,-0.1,0.1,0.0,.006,,-2.3,0.1,-2.2,0.0,2025
135,Taj Gibson,PF,39,CHO,4,48,14.1,.595,.154,.077,13.4,21.0,17.1,3.1,1.0,4.0,13.0,13.5,,0.1,0.0,0.1,.113,,-2.8,0.3,-2.6,0.0,2025
136,Josh Giddey,SG,22,CHI,10,287,15.3,.515,.289,.342,5.3,18.2,11.6,35.2,1.3,0.3,16.5,22.6,,0.2,0.2,0.4,.067,,0.4,-1.0,-0.7,0.1,2025
137,Shai Gilgeous-Alexander,SG,26,OKC,9,292,25.8,.601,.297,.331,2.8,15.3,9.2,32.8,2.2,2.9,11.7,32.1,,0.7,0.8,1.6,.256,,5.4,2.9,8.4,0.8,2025
138,Anthony Gill,PF,32,WAS,5,14,19.9,.700,.400,.000,0.0,7.5,3.7,22.6,6.6,0.0,16.7,17.4,,0.0,0.0,0.0,.127,,2.0,4.3,6.3,0.0,2025
139,Collin Gillespie,PG,25,PHO,1,3,27.0,.750,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,,0.0,0.0,0.0,.149,,11.4,-0.3,11.1,0.0,2025
140,Rudy Gobert,C,32,MIN,9,283,16.7,.694,.000,.419,10.5,27.2,19.3,8.9,0.7,3.7,16.0,13.4,,0.7,0.4,1.1,.184,,-0.7,1.0,0.4,0.2,2025
141,Aaron Gordon,PF,29,DEN,7,212,19.2,.663,.314,.371,9.8,14.4,12.1,14.9,1.1,0.9,10.0,17.8,,0.7,0.1,0.8,.185,,4.4,-1.0,3.4,0.3,2025
142,Eric Gordon,SG,36,PHI,7,148,7.8,.556,.568,.432,1.4,3.5,2.4,10.1,0.3,1.3,13.7,14.8,,0.0,0.0,0.0,.006,,-2.5,-2.6,-5.1,-0.1,2025
143,Jazian Gortman,PG,21,DAL,2,5,14.0,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.2,,0.0,0.0,0.0,-0.062,,4.0,-2.6,1.3,0.0,2025
144,Jerami Grant,PF,30,POR,10,332,13.2,.521,.477,.281,1.2,12.4,6.5,8.5,1.2,4.2,8.5,23.4,,0.1,0.2,0.3,.039,,-0.5,-1.1,-1.6,0.0,2025
145,A.J. Green,SG,25,MIL,8,113,18.2,.897,1.000,.063,0.0,7.6,3.8,7.9,0.9,0.0,8.4,13.9,,0.4,0.0,0.4,.181,,5.1,-0.7,4.4,0.2,2025
146,Draymond Green,PF,34,GSW,9,241,12.9,.584,.519,.500,3.9,16.1,10.0,20.4,1.8,3.9,20.5,14.3,,0.3,0.4,0.7,.145,,-1.6,2.5,0.8,0.2,2025
147,Jalen Green,SG,22,HOU,9,298,15.0,.534,.509,.242,1.0,14.0,7.3,14.2,1.0,1.2,10.3,28.2,,0.2,0.3,0.5,.086,,2.3,-0.8,1.4,0.3,2025
148,Javonte Green,SG,31,NOP,10,218,11.4,.633,.400,.343,4.1,12.0,7.9,3.7,2.9,2.1,9.0,8.6,,0.3,0.1,0.4,.081,,-2.6,0.5,-2.1,0.0,2025
149,Jeff Green,PF,38,HOU,3,12,29.1,1.333,.667,.000,0.0,9.2,4.4,13.8,4.1,0.0,25.0,13.7,,0.1,0.0,0.1,.297,,9.8,5.0,14.9,0.1,2025
150,Josh Green,SG,24,CHO,7,153,6.8,.568,.636,.091,2.8,3.7,3.2,6.2,1.0,2.5,8.0,10.3,,0.1,0.1,0.2,.058,,-4.1,-0.3,-4.4,-0.1,2025
151,Quentin Grimes,SG,24,DAL,9,108,6.9,.497,.536,.179,2.0,16.6,9.3,3.6,1.8,0.9,9.0,13.2,,0.0,0.2,0.1,.050,,-5.0,0.3,-4.7,-0.1,2025
152,Mouhamed Gueye,PF,22,ATL,2,11,-5.7,.250,.500,.000,0.0,20.1,9.9,0.0,0.0,0.0,20.0,18.7,,-0.1,0.0,-0.1,-0.298,,-10.6,-5.3,-15.9,0.0,2025
153,Rui Hachimura,PF,26,LAL,8,272,11.2,.537,.303,.202,6.8,13.5,10.2,6.1,0.7,1.0,5.8,16.2,,0.2,0.1,0.3,.053,,-1.1,-2.2,-3.3,-0.1,2025
154,Tyrese Haliburton,PG,24,IND,9,313,14.1,.484,.540,.226,2.7,11.9,7.4,30.4,1.7,1.5,10.5,21.3,,0.2,0.1,0.3,.052,,0.0,-1.2,-1.1,0.1,2025
155,Tim Hardaway Jr.,SG,32,DET,10,292,13.0,.684,.706,.247,0.4,5.3,2.9,10.3,0.7,0.0,7.8,15.0,,0.7,0.2,0.8,.139,,0.9,-0.6,0.3,0.2,2025
156,James Harden,SG,35,LAC,10,349,18.3,.528,.488,.476,2.2,24.0,13.0,40.1,2.4,2.9,20.6,31.4,,0.0,0.7,0.7,.097,,1.9,1.8,3.7,0.5,2025
157,Jaden Hardy,SG,22,DAL,8,79,3.5,.502,.679,.071,2.7,5.3,4.0,10.1,0.6,1.2,23.8,20.6,,-0.2,0.1,-0.1,-0.073,,-5.7,-2.6,-8.3,-0.1,2025
158,Gary Harris,SG,30,ORL,9,155,6.6,.509,.737,.079,2.8,6.8,4.7,4.6,0.3,3.0,9.2,11.9,,0.0,0.2,0.1,.035,,-3.0,-1.0,-4.1,-0.1,2025
159,Tobias Harris,PF,32,DET,10,327,13.2,.536,.358,.138,2.8,22.5,12.9,11.5,0.9,3.8,10.3,19.1,,0.1,0.4,0.6,.085,,-2.2,1.2,-1.0,0.1,2025
160,Josh Hart,SG,29,NYK,8,287,17.5,.678,.400,.314,6.0,22.5,14.3,18.9,1.6,0.3,16.7,14.9,,0.7,0.3,1.0,.171,,1.3,1.2,2.5,0.3,2025
161,Sam Hauser,PF,27,BOS,7,152,11.5,.500,.811,.000,5.1,17.1,11.0,9.1,1.6,0.6,5.4,15.9,,0.1,0.2,0.3,.098,,-0.6,-0.2,-0.7,0.0,2025
162,Jordan Hawkins,SG,22,NOP,8,242,12.3,.562,.505,.282,1.8,15.7,8.6,7.1,0.2,1.1,10.1,22.6,,0.2,0.0,0.1,.022,,-1.3,-3.9,-5.2,-0.2,2025
163,Jaxson Hayes,C,24,LAL,9,153,16.0,.756,.000,.464,12.1,17.5,14.8,7.2,0.9,4.6,15.1,11.1,,0.4,0.1,0.5,.166,,-1.4,0.1,-1.3,0.0,2025
164,Scoot Henderson,PG,20,POR,10,258,10.9,.502,.273,.300,2.7,10.3,6.4,27.0,1.5,0.0,18.9,24.6,,-0.2,0.1,-0.1,-0.021,,-3.3,-2.3,-5.6,-0.2,2025
165,Taylor Hendricks,PF,21,UTA,3,75,7.2,.354,.667,.222,7.1,13.9,10.5,3.9,3.2,4.8,9.2,12.0,,-0.1,0.1,0.0,-0.003,,-5.4,1.0,-4.4,0.0,2025
166,Tyler Herro,SG,25,MIA,8,259,21.2,.647,.550,.217,0.8,16.6,8.5,28.5,0.6,0.8,10.7,26.4,,0.7,0.1,0.9,.159,,5.7,-1.4,4.3,0.4,2025
167,Buddy Hield,SG,32,GSW,9,228,23.4,.682,.642,.117,2.7,14.3,8.6,13.0,1.7,2.1,6.7,24.7,,0.8,0.4,1.2,.242,,7.1,0.5,7.6,0.5,2025
168,Haywood Highsmith,SF,28,MIA,6,127,15.1,.696,.469,.125,3.3,13.0,8.1,5.9,2.3,1.5,2.9,11.8,,0.3,0.1,0.4,.148,,-0.6,0.0,-0.7,0.0,2025
169,Aaron Holiday,PG,28,HOU,4,31,13.3,.533,.625,.125,0.0,7.1,3.4,29.7,1.6,0.0,10.6,12.6,,0.1,0.0,0.1,.137,,1.6,-0.4,1.2,0.0,2025
170,Jrue Holiday,PG,34,BOS,10,307,12.6,.601,.495,.152,1.8,12.9,7.3,17.8,0.3,0.6,13.9,17.2,,0.4,0.3,0.7,.112,,-0.3,-0.9,-1.2,0.1,2025
171,Ron Holland,SF,19,DET,10,144,11.3,.549,.385,.154,3.2,17.5,10.5,4.2,1.7,0.7,9.8,18.3,,0.0,0.2,0.2,.069,,-3.9,0.4,-3.5,-0.1,2025
172,Richaun Holmes,PF,31,WAS,2,8,16.5,.500,.167,.000,12.8,13.2,13.0,0.0,0.0,0.0,0.0,30.5,,0.0,0.0,0.0,-0.012,,-0.9,-6.3,-7.2,0.0,2025
173,Chet Holmgren,PF,22,OKC,9,260,22.8,.633,.324,.454,6.4,25.5,16.2,11.2,1.4,9.4,15.1,24.6,,0.4,0.9,1.3,.234,,2.0,3.8,5.9,0.5,2025
174,Jalen Hood-Schifino,SG,21,LAL,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.019,,-5.9,-3.2,-9.1,0.0,2025
175,Al Horford,C,38,BOS,9,235,15.3,.651,.678,.034,4.7,19.3,11.9,11.7,2.3,2.3,11.8,12.4,,0.4,0.4,0.9,.175,,1.6,2.3,3.9,0.4,2025
176,Talen Horton-Tucker,SG,24,CHI,7,83,14.1,.567,.385,.500,3.7,17.6,10.5,20.2,0.0,1.0,8.6,17.2,,0.1,0.0,0.2,.107,,-0.3,-2.6,-2.9,0.0,2025
177,Caleb Houstan,SF,22,ORL,6,33,1.8,.364,.727,.000,3.2,14.2,8.5,0.0,0.0,2.8,0.0,14.2,,-0.1,0.0,0.0,-0.027,,-7.3,-1.4,-8.7,-0.1,2025
178,Jett Howard,SF,21,ORL,10,96,5.9,.465,.800,.050,1.1,12.2,6.4,1.6,0.5,2.9,6.8,19.5,,-0.1,0.1,0.0,-0.017,,-3.9,-1.5,-5.4,-0.1,2025
179,Kevin Huerter,SG,26,SAC,7,174,13.2,.610,.661,.034,2.0,11.0,6.6,9.8,1.4,2.2,6.3,15.9,,0.2,0.2,0.4,.117,,-0.4,-0.2,-0.6,0.1,2025
180,Jay Huff,C,26,MEM,10,153,25.3,.788,.644,.220,4.4,14.6,9.8,8.4,0.9,9.7,7.2,18.4,,0.6,0.2,0.9,.273,,6.8,1.8,8.6,0.4,2025
181,Ariel Hukporti,C,22,NYK,5,32,-1.7,.000,.000,.000,0.0,32.4,16.2,0.0,0.0,12.3,60.0,7.0,,-0.1,0.1,-0.1,-0.117,,-11.8,2.7,-9.1,-0.1,2025
182,De'Andre Hunter,SF,27,ATL,2,59,19.1,.606,.417,.542,3.7,20.6,12.0,9.8,1.6,1.7,0.0,20.7,,0.2,0.0,0.2,.193,,1.2,-1.9,-0.7,0.0,2025
183,Bones Hyland,PG,24,LAC,2,8,14.6,.500,.400,.000,0.0,14.1,7.0,0.0,6.2,12.4,16.7,32.5,,0.0,0.0,0.0,-0.033,,-3.4,6.5,3.1,0.0,2025
184,Oso Ighodaro,PF,22,PHO,4,30,4.8,.667,.000,.000,11.5,20.7,16.4,0.0,0.0,3.0,40.0,7.5,,0.0,0.0,0.0,.039,,-6.5,-1.2,-7.8,0.0,2025
185,Joe Ingles,SF,37,MIN,5,26,4.5,.000,1.000,.000,9.5,0.0,4.5,35.6,0.0,0.0,33.3,5.0,,0.0,0.0,0.0,.077,,-3.5,0.5,-3.0,0.0,2025
186,Brandon Ingram,SF,27,NOP,10,325,18.6,.572,.346,.138,3.8,18.0,10.6,26.4,1.2,1.7,13.8,30.3,,0.3,0.1,0.3,.049,,1.8,-2.3,-0.5,0.1,2025
187,Harrison Ingram,SF,22,SAS,1,7,-5.8,.000,.000,.000,0.0,14.8,7.8,0.0,0.0,0.0,0.0,6.2,,0.0,0.0,0.0,-0.112,,-12.2,-3.7,-15.9,0.0,2025
188,Kyrie Irving,PG,32,DAL,9,321,22.5,.623,.321,.218,4.3,9.8,7.1,21.1,2.3,0.6,8.1,24.9,,1.0,0.4,1.4,.208,,5.2,0.4,5.6,0.6,2025
189,Jonathan Isaac,PF,27,ORL,7,93,18.6,.563,.500,.375,15.0,16.4,15.6,3.4,2.6,5.0,9.7,18.9,,0.1,0.2,0.3,.155,,0.7,0.6,1.2,0.1,2025
190,Jaden Ivey,SG,22,DET,10,320,16.1,.578,.336,.315,5.4,9.6,7.6,18.7,1.4,1.8,15.4,26.9,,0.2,0.3,0.6,.083,,0.6,-0.4,0.2,0.2,2025
191,Andre Jackson Jr.,SG,23,MIL,8,118,8.4,.547,.591,.182,2.7,14.6,8.7,13.4,3.3,2.5,27.5,12.1,,-0.1,0.1,0.1,.023,,-5.3,2.5,-2.7,0.0,2025
192,Isaiah Jackson,PF,23,IND,5,84,18.9,.600,.000,.609,15.5,22.1,18.9,8.4,1.7,8.7,14.6,17.8,,0.1,0.1,0.2,.137,,-1.0,1.1,0.1,0.0,2025
193,Jaren Jackson Jr.,C,25,MEM,8,225,22.0,.649,.314,.339,5.0,14.4,10.0,4.9,2.1,4.8,10.0,27.1,,0.5,0.4,0.8,.174,,2.2,0.4,2.6,0.3,2025
194,Quenton Jackson,PG,26,IND,2,24,10.2,.507,.500,.250,4.9,9.1,7.1,22.2,2.0,0.0,18.4,19.9,,0.0,0.0,0.0,.011,,-3.7,-0.6,-4.4,0.0,2025
195,Reggie Jackson,PG,34,PHI,4,29,-1.6,.231,.615,.000,0.0,9.0,4.0,34.4,1.7,0.0,13.3,22.2,,-0.1,0.0,-0.1,-0.216,,-10.1,-3.8,-13.9,-0.1,2025
196,Trayce Jackson-Davis,PF,24,GSW,9,163,20.6,.708,.000,.200,5.7,20.0,12.9,20.3,0.3,2.9,8.4,15.2,,0.6,0.3,0.8,.247,,2.2,1.7,3.8,0.2,2025
197,Bronny James,SG,20,LAL,5,14,6.9,.291,.667,.333,8.3,0.0,4.1,18.1,3.4,0.0,0.0,21.0,,0.0,0.0,0.0,-0.070,,-5.8,-1.6,-7.4,0.0,2025
198,LeBron James,SF,40,LAL,9,313,23.0,.636,.342,.282,0.7,23.2,12.2,38.3,0.8,1.7,13.0,26.3,,0.9,0.2,1.1,.164,,5.8,0.3,6.2,0.7,2025
199,Jaime Jaquez Jr.,SF,23,MIA,5,125,10.7,.463,.267,.289,10.2,23.0,16.4,14.1,1.6,0.0,15.1,20.6,,-0.1,0.1,0.0,.007,,-3.5,-1.3,-4.8,-0.1,2025
200,Trey Jemison,C,25,NOP,4,20,4.5,.333,.000,.000,27.8,23.8,25.9,7.0,0.0,0.0,25.0,17.0,,0.0,0.0,0.0,-0.097,,-8.9,-6.5,-15.4,-0.1,2025
201,Daniss Jenkins,PG,23,DET,2,5,-18.1,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,,0.0,0.0,0.0,-0.389,,-21.6,-7.7,-29.3,0.0,2025
202,Ty Jerome,SG,27,CLE,11,177,26.7,.732,.292,.354,3.5,9.9,6.9,27.7,4.1,0.0,11.7,21.1,,0.9,0.3,1.1,.310,,5.3,2.5,7.8,0.4,2025
203,Isaiah Joe,SG,25,OKC,9,187,13.5,.599,.814,.086,3.9,10.6,7.3,9.4,1.2,0.0,4.0,17.0,,0.3,0.4,0.7,.184,,0.8,0.1,1.0,0.1,2025
204,AJ Johnson,SG,20,MIL,3,6,2.2,.333,.000,.000,0.0,18.0,9.0,0.0,0.0,0.0,0.0,21.8,,0.0,0.0,0.0,-0.177,,-9.2,-5.6,-14.8,0.0,2025
205,Cameron Johnson,PF,28,BRK,10,340,16.9,.626,.638,.213,2.0,14.0,7.8,13.3,0.9,1.2,2.1,18.4,,0.9,0.3,1.2,.167,,3.6,-0.1,3.5,0.5,2025
206,Jalen Johnson,SF,23,ATL,11,401,15.3,.534,.306,.312,5.9,24.3,15.0,20.1,1.7,2.5,15.8,24.0,,0.0,0.3,0.3,.034,,-0.8,-1.1,-2.0,0.0,2025
207,James Johnson,PF,37,IND,2,6,8.8,.500,.500,.000,0.0,0.0,0.0,23.5,0.0,15.3,33.3,21.9,,0.0,0.0,0.0,-0.145,,-3.8,2.3,-1.5,0.0,2025
208,Keldon Johnson,SF,25,SAS,10,275,14.2,.537,.387,.264,5.4,17.8,11.9,8.0,1.6,1.0,6.3,20.0,,0.3,0.3,0.6,.104,,-1.3,-0.7,-2.1,0.0,2025
209,Keon Johnson,SG,22,BRK,9,105,8.0,.473,.553,.132,4.4,23.9,13.8,11.2,1.4,1.9,14.8,19.8,,-0.1,0.1,0.0,-0.005,,-5.0,0.3,-4.7,-0.1,2025
210,Nikola Jokić,C,29,DEN,9,343,31.6,.656,.211,.363,11.8,26.0,18.9,50.1,2.0,2.7,15.7,28.6,,1.7,0.5,2.1,.300,,10.7,3.2,13.9,1.4,2025
211,Colby Jones,SG,22,SAC,4,8,-3.4,,,,0.0,0.0,0.0,0.0,0.0,12.1,100.0,5.4,,0.0,0.0,0.0,-0.123,,-9.5,-0.1,-9.6,0.0,2025
212,Derrick Jones Jr.,SF,27,LAC,10,265,11.5,.589,.446,.120,5.4,9.0,7.2,5.7,2.1,1.5,12.1,16.3,,0.2,0.4,0.6,.101,,-1.9,0.6,-1.4,0.0,2025
213,Dillon Jones,SF,23,OKC,8,47,2.2,.336,.647,.118,4.4,14.8,9.7,8.0,2.0,2.0,14.4,18.7,,-0.2,0.1,0.0,-0.039,,-10.0,-0.3,-10.3,-0.1,2025
214,Herbert Jones,SF,26,NOP,4,113,7.6,.522,.440,.080,3.9,6.3,5.1,5.0,3.0,0.8,16.2,11.6,,0.0,0.0,0.0,-0.008,,-5.6,-1.1,-6.6,-0.1,2025
215,Isaac Jones,PF,24,SAC,3,6,-17.3,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,,0.0,0.0,0.0,-0.339,,-21.3,-6.9,-28.2,0.0,2025
216,Kai Jones,C,24,LAC,9,74,13.4,.669,.000,.417,13.5,12.2,12.9,5.7,0.0,8.1,22.0,10.7,,0.1,0.1,0.2,.132,,-2.4,0.4,-2.0,0.0,2025
217,Spencer Jones,SF,23,DEN,1,2,30.5,,,,0.0,54.4,27.3,0.0,23.9,0.0,,0.0,,0.0,0.0,0.0,.373,,-0.3,20.4,20.1,0.0,2025
218,Tre Jones,PG,25,SAS,1,16,13.0,.399,.000,2.000,7.1,0.0,3.4,23.2,3.1,0.0,0.0,10.2,,0.0,0.0,0.0,.132,,-0.6,1.1,0.5,0.0,2025
219,Tyus Jones,PG,28,PHO,9,283,13.8,.566,.487,.053,2.0,8.4,5.4,29.8,1.6,0.6,12.4,14.0,,0.5,0.2,0.7,.124,,0.2,-0.2,0.1,0.1,2025
220,DeAndre Jordan,C,36,DEN,2,20,11.7,.450,.000,.250,38.2,32.7,35.4,14.9,0.0,4.6,36.0,28.9,,-0.1,0.0,-0.1,-0.126,,-7.4,-4.8,-12.3,-0.1,2025
221,Cory Joseph,PG,33,ORL,6,25,15.8,.600,.800,.000,8.6,4.7,6.7,19.1,0.0,3.7,9.1,18.8,,0.0,0.0,0.1,.138,,4.4,-0.6,3.8,0.0,2025
222,Nikola Jović,PF,21,MIA,8,155,14.0,.545,.528,.208,4.8,17.1,10.8,11.6,2.9,0.6,9.4,17.8,,0.1,0.2,0.3,.087,,-1.2,0.1,-1.1,0.0,2025
223,Johnny Juzang,SG,23,UTA,6,104,14.1,.704,.724,.345,2.1,8.0,5.1,6.3,1.8,1.7,8.2,14.4,,0.2,0.0,0.3,.130,,-0.6,-0.1,-0.7,0.0,2025
224,Yuki Kawamura,PG,23,MEM,7,18,-7.7,.282,.750,.250,0.0,11.3,5.9,12.8,0.0,0.0,25.3,26.7,,-0.1,0.0,-0.1,-0.311,,-14.2,-7.1,-21.3,-0.1,2025
225,Luke Kennard,SG,28,MEM,2,37,12.4,.715,.636,.182,3.0,8.2,5.8,17.7,0.0,0.0,20.2,16.3,,0.1,0.0,0.1,.101,,0.5,-1.6,-1.0,0.0,2025
226,Walker Kessler,C,23,UTA,9,238,19.1,.679,.000,.451,15.3,27.1,21.3,6.3,0.8,9.5,19.7,13.2,,0.3,0.3,0.7,.131,,-1.0,0.8,-0.2,0.1,2025
227,Corey Kispert,SF,25,WAS,7,210,7.1,.503,.618,.221,0.5,10.0,5.2,7.3,0.7,0.4,6.3,15.4,,0.0,0.0,-0.1,-0.018,,-4.5,-2.7,-7.3,-0.3,2025
228,Maxi Kleber,PF,33,DAL,2,31,7.3,.500,.400,.000,0.0,17.0,8.5,11.9,0.0,3.1,0.0,6.9,,0.0,0.0,0.1,.095,,-3.7,0.9,-2.8,0.0,2025
229,Dalton Knecht,SF,23,LAL,9,154,7.9,.503,.679,.113,3.0,9.4,6.3,8.0,0.9,0.0,8.2,16.9,,0.0,0.0,0.0,-0.003,,-3.4,-2.6,-6.0,-0.2,2025
230,Tyler Kolek,PG,23,NYK,6,45,22.2,.949,.615,.308,5.1,7.7,6.4,9.8,2.3,0.0,25.3,19.6,,0.1,0.0,0.2,.188,,4.8,0.5,5.4,0.1,2025
231,Christian Koloko,C,24,LAL,2,15,8.8,.500,.000,.000,7.7,14.9,11.4,8.4,0.0,5.9,0.0,5.7,,0.0,0.0,0.0,.085,,-4.6,-0.6,-5.1,0.0,2025
232,John Konchar,SG,28,MEM,4,77,12.9,.768,1.000,.500,7.3,14.5,11.1,7.4,1.8,5.1,17.0,6.2,,0.1,0.1,0.3,.159,,0.9,1.8,2.7,0.1,2025
233,Luke Kornet,C,29,BOS,9,163,17.4,.699,.000,.708,13.5,13.2,13.4,11.2,1.5,4.4,11.3,9.4,,0.6,0.3,0.8,.245,,0.8,1.8,2.7,0.2,2025
234,Vit Krejci,PG,24,ATL,4,56,6.6,.527,.500,.500,1.9,7.9,4.9,9.4,2.5,1.8,19.0,15.5,,0.0,0.0,0.0,-0.022,,-5.7,-0.9,-6.7,-0.1,2025
235,Jonathan Kuminga,PF,22,GSW,9,213,15.1,.534,.280,.410,5.4,12.9,9.2,11.4,2.0,1.8,11.9,26.2,,0.1,0.3,0.4,.092,,-1.8,-1.0,-2.8,0.0,2025
236,Kyle Kuzma,PF,29,WAS,3,92,9.9,.432,.346,.308,5.6,18.3,11.9,18.1,0.5,1.0,10.6,29.2,,-0.2,0.0,-0.2,-0.101,,-3.0,-3.0,-6.0,-0.1,2025
237,Jock Landale,C,29,HOU,6,60,19.2,.579,.160,.240,15.2,14.7,15.0,7.8,0.8,0.0,6.7,20.4,,0.2,0.1,0.2,.170,,2.7,-2.2,0.5,0.0,2025
238,Jake LaRavia,PF,23,MEM,10,265,11.8,.543,.406,.375,7.7,14.9,11.5,18.6,1.2,0.7,15.8,13.5,,0.3,0.3,0.6,.106,,-0.9,0.2,-0.7,0.1,2025
239,Pelle Larsson,SG,23,MIA,5,81,14.6,.771,.647,.588,1.3,5.4,3.3,16.4,1.8,0.0,15.7,13.5,,0.2,0.0,0.2,.131,,-0.4,-0.2,-0.6,0.0,2025
240,Zach LaVine,SG,29,CHI,7,240,15.8,.649,.505,.295,0.8,14.3,7.5,15.0,1.2,1.1,17.4,24.7,,0.1,0.2,0.3,.061,,1.1,-1.0,0.0,0.1,2025
241,Damion Lee,SG,32,PHO,1,18,1.7,.333,.667,.000,0.0,17.3,9.1,14.5,0.0,0.0,25.0,9.9,,0.0,0.0,0.0,-0.057,,-7.1,0.3,-6.8,0.0,2025
242,Alex Len,C,31,SAC,7,61,8.8,.457,.286,.571,0.0,35.1,17.9,12.0,1.6,11.1,36.3,9.8,,-0.1,0.1,0.0,.033,,-5.7,5.1,-0.5,0.0,2025
243,Malevy Leons,SF,25,OKC,4,13,-4.5,.266,.500,2.000,8.0,7.6,7.8,8.5,0.0,0.0,21.0,15.4,,0.0,0.0,0.0,-0.077,,-13.5,-2.8,-16.4,0.0,2025
244,Caris LeVert,SG,30,CLE,9,210,22.8,.682,.438,.192,3.6,10.5,7.2,26.3,2.5,2.6,9.2,18.2,,0.8,0.3,1.1,.258,,5.4,1.8,7.2,0.5,2025
245,Maxwell Lewis,SF,22,LAL,1,1,-14.6,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.008,,-19.8,-1.2,-21.0,0.0,2025
246,Damian Lillard,PG,34,MIL,9,322,24.4,.632,.515,.442,2.7,11.4,7.0,30.6,1.0,0.6,11.0,29.7,,1.2,0.1,1.3,.194,,6.0,-1.4,4.7,0.5,2025
247,Dereck Lively II,C,20,DAL,6,138,21.3,.697,.000,.412,15.3,22.1,18.8,15.4,1.8,3.4,14.8,14.7,,0.5,0.2,0.7,.246,,1.1,1.9,3.0,0.2,2025
248,Kevon Looney,PF,28,GSW,9,146,21.5,.525,.000,.395,24.9,27.2,26.1,12.5,3.0,2.6,9.0,15.8,,0.4,0.4,0.8,.267,,0.1,0.6,0.7,0.1,2025
249,Brook Lopez,C,36,MIL,9,277,10.1,.496,.538,.192,4.3,13.3,8.8,6.4,1.7,6.3,15.1,15.7,,-0.2,0.3,0.1,.012,,-3.3,0.4,-2.9,-0.1,2025
250,Kyle Lowry,PG,38,PHI,8,190,15.9,.685,.829,.317,2.2,10.3,5.8,23.5,2.6,1.6,13.0,12.2,,0.5,0.1,0.6,.150,,1.1,1.0,2.1,0.2,2025
251,Trey Lyles,PF,29,SAC,9,130,5.5,.371,.750,.111,3.6,18.2,11.1,5.8,1.9,3.7,9.6,13.9,,-0.2,0.2,0.0,-0.006,,-5.4,-0.4,-5.8,-0.1,2025
252,Sandro Mamukelashvili,PF,25,SAS,8,60,18.6,.758,.600,.050,9.5,27.7,19.0,5.5,0.8,6.1,25.5,19.9,,0.0,0.1,0.1,.106,,1.6,0.5,2.0,0.1,2025
253,Terance Mann,SG,28,LAC,10,232,7.2,.441,.340,.208,6.7,11.2,8.9,10.7,1.1,0.4,6.5,11.6,,0.1,0.3,0.4,.074,,-4.4,0.1,-4.2,-0.1,2025
254,Tre Mann,PG,23,CHO,9,235,17.0,.565,.375,.125,4.1,9.5,6.8,23.7,1.5,1.2,12.4,25.9,,0.4,0.1,0.5,.099,,1.1,-0.9,0.2,0.1,2025
255,Lauri Markkanen,PF,27,UTA,6,178,15.6,.541,.429,.455,7.2,17.5,12.4,14.4,1.3,0.0,9.8,23.7,,0.2,0.1,0.3,.078,,1.6,-1.8,-0.2,0.1,2025
256,Naji Marshall,SF,27,DAL,9,195,14.2,.574,.333,.148,3.3,13.5,8.4,18.7,2.2,0.5,12.2,14.5,,0.3,0.3,0.5,.133,,-0.9,1.1,0.2,0.1,2025
257,Caleb Martin,SF,29,PHI,8,264,9.4,.492,.338,.592,7.1,15.3,10.8,13.6,0.8,1.1,16.7,17.5,,-0.1,0.0,0.0,-0.005,,-3.1,-2.1,-5.2,-0.2,2025
